,Condition,genes,Method,replicate,Step,time_s,mem_gb
583,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),42,Dating,15.13,0.0304
584,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),43,Branch length estimation,203.82999999999998,5.343456
585,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),43,Dating,17.87,0.03078
586,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),44,Branch length estimation,560.72,8.194908
587,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),44,Dating,15.76,0.031648
588,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),45,Branch length estimation,44.3,2.436908
589,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),45,Dating,13.15,0.0304
590,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),46,Branch length estimation,227.01,5.68722
591,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),46,Dating,15.39,0.02934
592,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),47,Branch length estimation,399.94,6.296536
593,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),47,Dating,14.42,0.031388
594,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),48,Branch length estimation,122.1,4.989444
595,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),48,Dating,14.11,0.032444
596,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),49,Branch length estimation,126.14,5.930976
597,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),49,Dating,17.72,0.030548
598,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),50,Branch length estimation,262.08,6.68596
599,fasttree_genetrees_1600_non,500,TreePL+Concat(RAxML),50,Dating,16.22,0.030664
600,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),1,Branch length estimation,39.88,2.38996
601,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),1,Dating,17.2,0.030968
602,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),2,Branch length estimation,84.5,2.60908
603,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),2,Dating,14.27,0.032904
604,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),3,Branch length estimation,40.12,1.543292
605,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),3,Dating,15.08,0.03112
606,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),4,Branch length estimation,77.58,2.252904
607,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),4,Dating,14.51,0.030596
608,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),5,Branch length estimation,41.86,2.3525
609,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),5,Dating,15.52,0.031652
610,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),6,Branch length estimation,30.33,1.750952
611,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),6,Dating,15.31,0.031388
612,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),7,Branch length estimation,28.46,1.67288
613,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),7,Dating,13.19,0.03218
614,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),8,Branch length estimation,25.38,1.146208
615,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),8,Dating,14.52,0.029876
616,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),9,Branch length estimation,79.83,3.216104
617,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),9,Dating,15.8,0.033764
618,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),10,Branch length estimation,123.17,2.84844
619,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),10,Dating,15.3,0.030136
620,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),11,Branch length estimation,53.76,2.723988
621,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),11,Dating,13.72,0.030136
622,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),12,Branch length estimation,73.76,2.225468
623,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),12,Dating,14.28,0.032444
624,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),13,Branch length estimation,49.96,2.636376
625,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),13,Dating,14.08,0.031652
626,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),14,Branch length estimation,96.33,2.28852
627,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),14,Dating,15.38,0.03416
628,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),15,Branch length estimation,81.06,2.214772
629,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),15,Dating,14.75,0.030436
630,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),16,Branch length estimation,51.74,2.770236
631,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),16,Dating,17.34,0.033432
632,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),17,Branch length estimation,25.92,1.47638
633,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),17,Dating,14.47,0.031452
634,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),18,Branch length estimation,59.57,2.621496
635,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),18,Dating,15.26,0.034224
636,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),19,Branch length estimation,22.56,1.288992
637,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),19,Dating,15.35,0.032924
638,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),20,Branch length estimation,68.32,2.437768
639,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),20,Dating,16.34,0.030928
640,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),21,Branch length estimation,30.8,1.813324
641,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),21,Dating,14.75,0.02908
642,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),22,Branch length estimation,63.31,1.713856
643,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),22,Dating,14.56,0.032968
644,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),23,Branch length estimation,90.07,2.225992
645,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),23,Dating,15.01,0.030664
646,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),24,Branch length estimation,88.17,2.593564
647,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),24,Dating,14.66,0.032444
648,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),25,Branch length estimation,48.22,1.485512
649,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),25,Dating,15.2,0.031192
650,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),26,Branch length estimation,88.56,2.523504
651,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),26,Dating,14.44,0.034224
652,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),27,Branch length estimation,79.64,2.241776
653,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),27,Dating,17.9,0.03368
654,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),28,Branch length estimation,46.68,2.815988
655,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),28,Dating,14.34,0.029608
656,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),29,Branch length estimation,46.73,2.271516
657,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),29,Dating,14.65,0.0306
658,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),30,Branch length estimation,32.25,2.01676
659,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),30,Dating,14.52,0.034028
660,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),31,Branch length estimation,101.42,2.273564
661,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),31,Dating,14.9,0.0304
662,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),32,Branch length estimation,40.61,1.50112
663,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),32,Dating,15.08,0.031192
664,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),33,Branch length estimation,76.47,2.368852
665,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),33,Dating,18.22,0.032064
666,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),34,Branch length estimation,35.69,2.089776
667,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),34,Dating,14.31,0.030436
668,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),35,Branch length estimation,80.28,2.464948
669,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),35,Dating,16.18,0.032444
670,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),36,Branch length estimation,41.2,1.877048
671,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),36,Dating,17.47,0.030336
672,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),37,Branch length estimation,27.76,1.726836
673,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),37,Dating,14.2,0.033764
674,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),38,Branch length estimation,23.01,1.40742
675,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),38,Dating,20.11,0.030084
676,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),39,Branch length estimation,74.92,2.519532
677,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),39,Dating,15.14,0.032636
678,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),40,Branch length estimation,59.4,2.205176
679,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),40,Dating,16.81,0.030136
680,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),41,Branch length estimation,42.46,2.45326
681,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),41,Dating,15.02,0.033164
682,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),42,Branch length estimation,48.09,2.032888
683,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),42,Dating,14.11,0.030928
684,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),43,Branch length estimation,47.87,2.263544
685,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),43,Dating,17.77,0.03434
686,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),44,Branch length estimation,119.09,3.374512
687,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),44,Dating,14.97,0.031384
688,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),45,Branch length estimation,17.64,1.05344
689,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),45,Dating,13.29,0.03044
690,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),46,Branch length estimation,52.7,2.31294
691,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),46,Dating,15.02,0.03086
692,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),47,Branch length estimation,54.34,2.544392
693,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),47,Dating,15.04,0.031192
694,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),48,Branch length estimation,41.59,2.0454
695,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),48,Dating,13.99,0.033168
696,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),49,Branch length estimation,91.88,2.3899
697,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),49,Dating,16.16,0.033236
698,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),50,Branch length estimation,55.63,2.715068
699,fasttree_genetrees_1600_non,200,TreePL+Concat(RAxML),50,Dating,16.34,0.031408
700,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),1,Branch length estimation,11.03,0.652544
701,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),1,Dating,17.22,0.032904
702,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),2,Branch length estimation,10.73,0.694904
703,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),2,Dating,15.43,0.03368
704,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),3,Branch length estimation,5.36,0.395604
705,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),3,Dating,14.74,0.031652
706,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),4,Branch length estimation,9.24,0.572088
707,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),4,Dating,17.44,0.030536
708,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),5,Branch length estimation,10.88,0.628668
709,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),5,Dating,16.58,0.03396
710,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),6,Branch length estimation,6.53,0.489068
711,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),6,Dating,15.36,0.031652
712,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),7,Branch length estimation,6.39,0.437
713,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),7,Dating,13.77,0.034224
714,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),8,Branch length estimation,4.02,0.316004
715,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),8,Dating,16.39,0.033504
716,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),9,Branch length estimation,15.15,0.878416
717,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),9,Dating,15.72,0.031232
718,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),10,Branch length estimation,14.79,0.73264
719,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),10,Dating,13.65,0.03296
720,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),11,Branch length estimation,11.09,0.687824
721,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),11,Dating,17.04,0.029604
722,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),12,Branch length estimation,8.88,0.552504
723,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),12,Dating,14.28,0.034972
724,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),13,Branch length estimation,11.28,0.668228
725,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),13,Dating,14.49,0.031188
726,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),14,Branch length estimation,8.79,0.579624
727,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),14,Dating,15.28,0.03344
728,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),15,Branch length estimation,10.03,0.571644
729,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),15,Dating,16.26,0.033236
730,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),16,Branch length estimation,11.73,0.715552
731,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),16,Dating,16.67,0.033432
732,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),17,Branch length estimation,5.35,0.401384
733,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),17,Dating,15.07,0.03218
734,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),18,Branch length estimation,9.02,0.682804
735,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),18,Dating,14.48,0.030704
736,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),19,Branch length estimation,4.9,0.354764
737,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),19,Dating,15.34,0.031388
738,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),20,Branch length estimation,10.99,0.63544
739,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),20,Dating,19.69,0.029992
740,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),21,Branch length estimation,6.23,0.491712
741,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),21,Dating,21.78,0.030328
742,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),22,Branch length estimation,8.2,0.4231
743,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),22,Dating,15.93,0.02908
744,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),23,Branch length estimation,9.4,0.593728
745,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),23,Dating,15.07,0.031392
746,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),24,Branch length estimation,15.43,0.670244
747,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),24,Dating,14.92,0.033692
748,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),25,Branch length estimation,5.92,0.381916
749,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),25,Dating,16.39,0.03292
750,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),26,Branch length estimation,11.44,0.665676
751,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),26,Dating,15.92,0.033236
752,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),27,Branch length estimation,9.6,0.55088
753,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),27,Dating,18.78,0.030904
754,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),28,Branch length estimation,12.84,0.745964
755,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),28,Dating,15.46,0.032708
756,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),29,Branch length estimation,9.97,0.600404
757,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),29,Dating,15.43,0.032176
758,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),30,Branch length estimation,8.26,0.53402
759,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),30,Dating,17.63,0.032912
760,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),31,Branch length estimation,9.12,0.600136
761,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),31,Dating,15.67,0.031176
762,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),32,Branch length estimation,4.93,0.375068
763,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),32,Dating,15.84,0.031388
764,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),33,Branch length estimation,14.82,0.65078
765,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),33,Dating,21.7,0.03478
766,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),34,Branch length estimation,10.37,0.520872
767,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),34,Dating,15.46,0.03066
768,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),35,Branch length estimation,11.47,0.64834
769,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),35,Dating,17.25,0.029968
770,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),36,Branch length estimation,6.89,0.541064
771,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),36,Dating,15.86,0.030592
772,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),37,Branch length estimation,5.51,0.4487
773,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),37,Dating,17.19,0.031668
774,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),38,Branch length estimation,4.58,0.373072
775,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),38,Dating,18.04,0.033168
776,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),39,Branch length estimation,13.5,0.661252
777,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),39,Dating,15.51,0.0335
778,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),40,Branch length estimation,8.48,0.541932
779,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),40,Dating,16.25,0.031652
780,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),41,Branch length estimation,16.57,0.640872
781,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),41,Dating,16.46,0.0304
782,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),42,Branch length estimation,10.69,0.555748
783,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),42,Dating,14.71,0.03422
784,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),43,Branch length estimation,8.06,0.576896
785,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),43,Dating,19.7,0.030788
786,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),44,Branch length estimation,15.09,0.83768
787,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),44,Dating,15.52,0.031652
788,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),45,Branch length estimation,3.9,0.285796
789,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),45,Dating,14.57,0.0304
790,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),46,Branch length estimation,11.25,0.60656
791,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),46,Dating,16.18,0.029608
792,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),47,Branch length estimation,12.33,0.67676
793,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),47,Dating,15.36,0.034488
794,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),48,Branch length estimation,8.88,0.542632
795,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),48,Dating,17.14,0.033644
796,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),49,Branch length estimation,8.93,0.595856
797,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),49,Dating,20.23,0.032564
798,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),50,Branch length estimation,16.29,0.691296
799,fasttree_genetrees_1600_non,50,TreePL+Concat(RAxML),50,Dating,16.08,0.030128
800,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,1,Branch length estimation,28.8,0.260728
801,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,1,Dating,16.61,0.033008
802,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,2,Branch length estimation,31.22,0.262188
803,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,2,Dating,16.38,0.032176
804,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,3,Branch length estimation,41.87,0.262164
805,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,3,Dating,14.84,0.033232
806,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,4,Branch length estimation,42.19,0.262188
807,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,4,Dating,10.29,0.031496
808,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,5,Branch length estimation,41.0,0.260752
809,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,5,Dating,14.49,0.031648
810,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,6,Branch length estimation,25.28,0.260736
811,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,6,Dating,14.83,0.031428
812,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,7,Branch length estimation,38.29,0.260736
813,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,7,Dating,14.41,0.032968
814,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,8,Branch length estimation,31.2,0.262084
815,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,8,Dating,14.85,0.031192
816,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,9,Branch length estimation,25.0,0.262208
817,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,9,Dating,14.96,0.031116
818,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,10,Branch length estimation,42.08,0.260768
819,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,10,Dating,14.93,0.031224
820,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,11,Branch length estimation,38.94,0.260792
821,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,11,Dating,11.26,0.029644
822,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,12,Branch length estimation,27.35,0.260752
823,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,12,Dating,14.47,0.03066
824,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,13,Branch length estimation,35.35,0.260756
825,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,13,Dating,15.38,0.03238
826,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,14,Branch length estimation,39.81,0.260736
827,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,14,Dating,14.99,0.033428
828,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,15,Branch length estimation,40.07,0.260756
829,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,15,Dating,14.58,0.03376
830,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,16,Branch length estimation,31.87,0.262264
831,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,16,Dating,16.8,0.031644
832,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,17,Branch length estimation,37.52,0.262172
833,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,17,Dating,13.9,0.030396
834,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,18,Branch length estimation,40.06,0.262204
835,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,18,Dating,15.18,0.030924
836,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,19,Branch length estimation,26.0,0.262136
837,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,19,Dating,13.87,0.030656
838,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,20,Branch length estimation,37.02,0.262192
839,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,20,Dating,15.26,0.0314
840,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,21,Branch length estimation,33.82,0.262248
841,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,21,Dating,15.96,0.030132
842,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,22,Branch length estimation,42.17,0.26072
843,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,22,Dating,14.67,0.030908
844,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,23,Branch length estimation,38.97,0.262184
845,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,23,Dating,14.56,0.031912
846,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,24,Branch length estimation,123.02,0.262176
847,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,24,Dating,13.21,0.034484
848,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,25,Branch length estimation,44.52,0.26072
849,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,25,Dating,14.96,0.0296
850,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,26,Branch length estimation,22.8,0.262028
851,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,26,Dating,15.22,0.030076
852,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,27,Branch length estimation,31.6,0.260748
853,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,27,Dating,16.06,0.030396
854,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,28,Branch length estimation,28.83,0.260768
855,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,28,Dating,15.66,0.030924
856,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,29,Branch length estimation,31.16,0.262192
857,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,29,Dating,15.13,0.03244
858,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,30,Branch length estimation,28.57,0.260768
859,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,30,Dating,17.05,0.030156
860,fasttree_genetrees_800_non,1000,TreePL+CASTLES-Pro,31,Branch length estimation,33.87,0.260748
