,Taxon,Branch Type,l1,l2,l1/l2,Topology
902,Hemit kaemp MZU82516,terminal,4.611839,4.40892,1.04602465,ASTRAL
903,  ,internal,0.364031,2.566455,0.141841957,ASTRAL
904,Poeci russa K3996,terminal,0.112239,2.047189,0.05482591,ASTRAL
905,Poeci lati MPEGAMA61,terminal,0.112239,2.047189,0.05482591,ASTRAL
906,  ,internal,0.661075,0.09313,7.098410824,ASTRAL
907,Poeci fumfron MPEGGUR125,terminal,0.773314,2.140318,0.361307993,ASTRAL
908,  ,internal,0.03029,0.12055,0.251265035,ASTRAL
909,Poeci plucep L25929,terminal,0.803604,2.260868,0.355440477,ASTRAL
910,  ,internal,0.971923,0.084847,11.45500725,ASTRAL
911,Poeci sylvia L48537,terminal,1.775527,2.345715,0.756923582,ASTRAL
912,  ,internal,0.248819,0.631669,0.393907252,ASTRAL
913,Poeci lulua L44685,terminal,0.204532,0.705809,0.28978378,ASTRAL
914,Poeci rufcep H36,terminal,0.204532,0.705809,0.28978378,ASTRAL
915,  ,internal,0.956957,1.138597,0.840470333,ASTRAL
916,Poeci calter L3214,terminal,1.161489,1.844406,0.629736078,ASTRAL
917,  ,internal,0.862858,1.132978,0.761584073,ASTRAL
918,  ,internal,0.060443,1.133633,0.053317961,ASTRAL
919,Poeci albfac L76316,terminal,0.366844,0.872736,0.42033788,ASTRAL
920,Poeci caplis L7018,terminal,0.366844,0.872736,0.42033788,ASTRAL
921,  ,internal,1.717945,3.238281,0.530511404,ASTRAL
922,  ,internal,0.119614,0.258032,0.463562659,ASTRAL
923,Todiro chrcro L5004,terminal,0.463187,0.884795,0.523496403,ASTRAL
924,Todiro pictum SB14508,terminal,0.463187,0.884795,0.523496403,ASTRAL
925,  ,internal,0.146867,0.576158,0.254907508,ASTRAL
926,Todiro nigcep L28763,terminal,0.610053,1.460952,0.417572241,ASTRAL
927,  ,internal,0.354483,0.744183,0.476338481,ASTRAL
928,Todiro pollum MPEGSC118,terminal,0.964536,2.205136,0.437404314,ASTRAL
929,  ,internal,1.003829,0.376155,2.668657867,ASTRAL
930,Todiro mactum SB6939,terminal,0.663149,1.439383,0.460717544,ASTRAL
931,Todiro cineum L48285,terminal,0.663149,1.439383,0.460717544,ASTRAL
932,  ,internal,1.305215,1.141907,1.143013398,ASTRAL
933,  ,internal,0.236039,1.787758,0.132030733,ASTRAL
934,  ,internal,1.791838,0.071081,25.20839606,ASTRAL
935,Hemit furc SP82515,terminal,3.996241,4.44013,0.900027927,ASTRAL
936,  ,internal,0.979628,2.535245,0.386403681,ASTRAL
937,  ,internal,1.849047,0.078814,23.46089527,ASTRAL
938,Hemit marven L38325,terminal,6.824917,7.054189,0.967498461,ASTRAL
939,  ,internal,0.865761,2.562789,0.337819852,ASTRAL
940,Cnipod supfus L78843,terminal,1.535314,2.414183,0.635955932,ASTRAL
941,Cnipod subeus L2540,terminal,1.535314,2.414183,0.635955932,ASTRAL
942,  ,internal,1.210281,2.631268,0.459961129,ASTRAL
943,Taenio andrei GMPDS426,terminal,2.745596,5.045451,0.544172563,ASTRAL
944,  ,internal,4.945082,4.571528,1.08171316,ASTRAL
945,  ,internal,0.630342,0.923403,0.682629361,ASTRAL
946,Tolmom sulcen LSUMZ58340,terminal,0.06811,0.70796,0.096206,ASTRAL
947,Tolmom sulcen LSUMZ66549,terminal,0.06811,0.70796,0.096206,ASTRAL
948,  ,internal,0.375235,0.913944,0.410566731,ASTRAL
949,Tolmom trayl L42746,terminal,0.443344,1.621904,0.273347868,ASTRAL
950,  ,internal,0.235911,0.124837,1.889752237,ASTRAL
951,Tolmom flaviven MPEGGDL8,terminal,0.679256,1.746741,0.388870474,ASTRAL
952,  ,internal,0.136519,0.805233,0.169539748,ASTRAL
953,Tolmom pollus L42652,terminal,0.815775,2.551973,0.319664432,ASTRAL
954,  ,internal,0.196894,0.07996,2.462406203,ASTRAL
955,Tolmom assim L81312,terminal,0.42777,1.067304,0.4007949,ASTRAL
956,Tolmom assim MPEGMAR146,terminal,0.42777,1.067304,0.4007949,ASTRAL
957,  ,internal,0.584899,1.564629,0.373826,ASTRAL
958,  ,internal,0.291906,0.099436,2.935616879,ASTRAL
959,Tolmom assim L46556,terminal,1.304575,2.73137,0.477626612,ASTRAL
960,  ,internal,0.673869,0.337098,1.999029956,ASTRAL
961,Tolmom sulcen LSUMZ7360,terminal,1.978444,3.068468,0.644766053,ASTRAL
962,  ,internal,0.669375,0.00434,154.233871,ASTRAL
963,Tolmom flaviven L9698,terminal,2.647819,3.072808,0.861693604,ASTRAL
964,  ,internal,0.96833,0.028457,34.02783147,ASTRAL
965,Tolmom sulcen K3680,terminal,3.616149,3.101264,1.16602424,ASTRAL
966,  ,internal,1.72063,0.205657,8.36650345,ASTRAL
967,Tolmom sulcen LSU60833,terminal,5.33678,3.306921,1.613821437,ASTRAL
968,  ,internal,1.09425,4.45088,0.245850259,ASTRAL
969,Rhynch fultus L43821,terminal,0.983476,1.683847,0.584064942,ASTRAL
970,Rhynch olieus GCPE76,terminal,0.983476,1.683847,0.584064942,ASTRAL
971,  ,internal,0.515651,0.59737,0.863202036,ASTRAL
972,Rhynch breviro L28211,terminal,1.499127,2.281217,0.657161068,ASTRAL
973,  ,internal,4.931902,5.476585,0.900543313,ASTRAL
974,  ,internal,1.88999,2.782579,0.679222405,ASTRAL
975,  ,internal,0.946971,0.41243,2.29607691,ASTRAL
976,Mionec ruftri K223,terminal,0.151593,1.564017,0.096925417,ASTRAL
977,Mionec macco A4812,terminal,0.151593,1.564017,0.096925417,ASTRAL
978,  ,internal,0.086395,0.635087,0.13603648,ASTRAL
979,Mionec oleag MPEGDED292,terminal,0.237988,2.199105,0.10822039,ASTRAL
980,  ,internal,0.821886,0.013232,62.1135127,ASTRAL
981,Mionec macco LSU55369,terminal,1.059874,2.212337,0.479074391,ASTRAL
982,  ,internal,1.034359,0.047142,21.94134742,ASTRAL
983,Mionec oleag LSU60680,terminal,2.094233,2.259479,0.926865441,ASTRAL
984,  ,internal,0.353937,0.098961,3.576530148,ASTRAL
985,Mionec macco LSU9042,terminal,2.44817,2.35844,1.038046336,ASTRAL
986,  ,internal,0.319137,2.577358,0.123823311,ASTRAL
987,Mionec olieus L28192,terminal,0.115094,1.594042,0.072202614,ASTRAL
988,Mionec strcol LSUMZ33117,terminal,0.115094,1.594042,0.072202614,ASTRAL
989,  ,internal,2.652213,3.341756,0.793658484,ASTRAL
990,  ,internal,1.871185,0.066103,28.30711163,ASTRAL
991,Mionec strcol L22879,terminal,4.638491,5.001902,0.927345438,ASTRAL
992,  ,internal,1.910845,3.717874,0.513961743,ASTRAL
993,Leptop supcil LSUMZ22635,terminal,0.157134,0.949782,0.165442175,ASTRAL
994,Leptop supcil LSUMZ28188,terminal,0.157134,0.949782,0.165442175,ASTRAL
995,  ,internal,0.774594,1.094024,0.708022859,ASTRAL
996,Leptop amacep L31480,terminal,0.931728,2.043806,0.455878885,ASTRAL
997,  ,internal,0.264934,0.656553,0.40352264,ASTRAL
998,Leptop tacski L7989,terminal,0.101695,1.067474,0.095266957,ASTRAL
999,Leptop ruftus L32722,terminal,0.101695,1.067474,0.095266957,ASTRAL
1000,  ,internal,1.094968,1.632885,0.670572637,ASTRAL
1001,  ,internal,2.609352,0.06984,37.36185567,ASTRAL
1002,Leptop supcil L40472,terminal,3.806014,2.770199,1.373913571,ASTRAL
1003,  ,internal,2.743322,5.949577,0.461095301,ASTRAL
1004,  ,internal,0.68992,0.755419,0.913294476,ASTRAL
1005,Pseutri rufcep KU17044,terminal,0.359068,1.718045,0.208998018,ASTRAL
1006,Pseutri rufcep IAvHBT2565,terminal,0.359068,1.718045,0.208998018,ASTRAL
1007,  ,internal,1.01489,0.123065,8.246780157,ASTRAL
1008,Pseutri rufcep L44085,terminal,1.373958,1.84111,0.746266111,ASTRAL
1009,  ,internal,0.693277,1.418434,0.488762255,ASTRAL
1010,Pseutri simplex L22793,terminal,0.470408,0.948818,0.495783174,ASTRAL
1011,Pseutri pelzel H243,terminal,0.470408,0.948818,0.495783174,ASTRAL
1012,  ,internal,1.596827,2.310726,0.691049912,ASTRAL
1013,  ,internal,3.555497,4.113345,0.864380936,ASTRAL
1014,Coryth delndi K249,terminal,0.64615,1.729877,0.373523667,ASTRAL
1015,Coryth tortus LSU55362,terminal,0.64615,1.729877,0.373523667,ASTRAL
1016,  ,internal,4.976583,5.643012,0.881901899,ASTRAL
1017,  ,internal,1.616523,2.102307,0.768928135,ASTRAL
1018,  ,internal,0.143434,0.342061,0.419322869,ASTRAL
1019,Physca gual L44634,terminal,0.053385,0.730143,0.073115814,ASTRAL
1020,Physca pareri L58378,terminal,0.053385,0.730143,0.073115814,ASTRAL
1021,  ,internal,0.446321,0.850758,0.524615696,ASTRAL
1022,Physca nigfro SB23703,terminal,0.499706,1.580901,0.316089369,ASTRAL
1023,  ,internal,0.213561,0.171697,1.243824878,ASTRAL
1024,Physca supcil SB5451,terminal,0.713267,1.752598,0.406976956,ASTRAL
1025,  ,internal,0.129393,0.39879,0.324464004,ASTRAL
1026,Physca syllus L35556,terminal,0.806403,2.025064,0.398211118,ASTRAL
1027,Physca roqtei MPEGDZ5017,terminal,0.806403,2.025064,0.398211118,ASTRAL
1028,  ,internal,0.036257,0.126324,0.287015927,ASTRAL
1029,  ,internal,1.237561,0.100871,12.26874919,ASTRAL
1030,Physca cecil MZUALG17,terminal,2.080221,2.252259,0.923615357,ASTRAL
1031,  ,internal,0.53282,1.370945,0.388651624,ASTRAL
1032,Physca venlis SB20729,terminal,0.437487,0.788677,0.554709976,ASTRAL
1033,Physca beck L26328,terminal,0.437487,0.788677,0.554709976,ASTRAL
1034,  ,internal,2.175554,2.834527,0.767519237,ASTRAL
1035,  ,internal,0.546817,0.576516,0.948485385,ASTRAL
1036,Physca vircen SB11750,terminal,3.159858,4.19972,0.752397303,ASTRAL
1037,  ,internal,1.635327,0.338551,4.8303712,ASTRAL
1038,Physca ouseti MZU88517,terminal,4.795185,4.538271,1.056610546,ASTRAL
1039,  ,internal,0.391799,1.057805,0.370388682,ASTRAL
1040,Physca poetis L33811,terminal,0.89437,1.663266,0.537719162,ASTRAL
1041,Physca orblis L5492,terminal,0.89437,1.663266,0.537719162,ASTRAL
1042,  ,internal,0.031585,0.175847,0.179616371,ASTRAL
1043,Physca chap L48498,terminal,0.925955,1.839113,0.503479123,ASTRAL
1044,  ,internal,1.767111,2.549884,0.693016231,ASTRAL
1045,Physca exius K3613,terminal,0.521556,2.429137,0.214708351,ASTRAL
1046,Physca ophtha LSU44301,terminal,0.521556,2.429137,0.214708351,ASTRAL
1047,  ,internal,2.17151,1.959861,1.107991842,ASTRAL
1048,  ,internal,1.463978,0.131088,11.16790248,ASTRAL
1049,Physca diffi SP92493,terminal,4.157044,4.520085,0.919682705,ASTRAL
1050,  ,internal,1.02994,1.075992,0.957200425,ASTRAL
1051,  ,internal,2.195706,4.22118,0.52016403,ASTRAL
1052,  ,internal,1.885301,1.135555,1.660246311,ASTRAL
1053,  ,internal,2.29452,1.562084,1.468883876,ASTRAL
1054,  ,internal,0.299751,0.248395,1.206751344,ASTRAL
1055,Platyr mysceu K57,terminal,0.149325,0.98653,0.151363871,ASTRAL
1056,Platyr mysceu L28375,terminal,0.149325,0.98653,0.151363871,ASTRAL
1057,  ,internal,0.439051,0.329959,1.330622896,ASTRAL
1058,Platyr sattus L55356,terminal,0.588376,1.316488,0.446928495,ASTRAL
1059,  ,internal,0.445523,0.209086,2.130812202,ASTRAL
1060,Platyr cancro SB1165,terminal,1.033898,1.525575,0.677710371,ASTRAL
1061,  ,internal,3.526239,5.195411,0.678721857,ASTRAL
1062,Platyr leuphu K228,terminal,0.127004,2.503668,0.050727173,ASTRAL
1063,Platyr flavgul L33080,terminal,0.127004,2.503668,0.050727173,ASTRAL
1064,  ,internal,2.391463,0.698158,3.425389382,ASTRAL
1065,Platyr plarhy SB10936,terminal,2.518468,3.201826,0.786572412,ASTRAL
1066,  ,internal,2.04167,3.519159,0.580158498,ASTRAL
1067,  ,internal,0.558576,0.683471,0.817263644,ASTRAL
1068,Platyr cortus L11136,terminal,5.118713,7.404456,0.691301697,ASTRAL
1069,  ,internal,4.271091,4.686738,0.911314223,ASTRAL
1070,Tachur rubstr LSUMZ52319,terminal,0.262286,0.471092,0.556761737,ASTRAL
1071,Tachur rubstr LSUMZ48210,terminal,0.262286,0.471092,0.556761737,ASTRAL
1072,  ,internal,0.557402,0.113273,4.920872582,ASTRAL
1073,Tachur rubstr S614701,terminal,0.819688,0.584365,1.402698656,ASTRAL
1074,  ,internal,8.570117,11.50683,0.744785228,ASTRAL
1075,  ,internal,2.472457,0.672095,3.678731429,ASTRAL
1076,  ,internal,0.655103,0.608129,1.07724348,ASTRAL
1077,Piprit gricep CZFN04078,terminal,1.519138,1.501405,1.011810937,ASTRAL
1078,Piprit chlris K3819,terminal,1.519138,1.501405,1.011810937,ASTRAL
1079,  ,internal,6.207198,8.11651,0.764761948,ASTRAL
1080,Piprit pilata SP96819,terminal,7.726337,9.617915,0.803327644,ASTRAL
1081,  ,internal,4.791027,3.753504,1.276414518,ASTRAL
1082,  ,internal,0.054818,0.249808,0.21944053,ASTRAL
1083,Neopip cinmom L42825,terminal,12.572183,13.621226,0.922984686,ASTRAL
1084,  ,internal,0.38949,0.786652,0.495123638,ASTRAL
1085,Myiobiu sulius L46599,terminal,0.382585,1.817948,0.210448814,ASTRAL
1086,Myiobiu vilsus L11913,terminal,0.382585,1.817948,0.210448814,ASTRAL
1087,  ,internal,0.650265,1.082343,0.600793833,ASTRAL
1088,Myiobiu atrcau L52928,terminal,1.032849,2.900292,0.35611897,ASTRAL
1089,  ,internal,1.55114,0.027716,55.96550729,ASTRAL
1090,Myiobiu barba L48504,terminal,2.583989,2.928008,0.882507493,ASTRAL
1091,  ,internal,0.968126,1.822788,0.531123751,ASTRAL
1092,Tereno eryrus W105709,terminal,0.551955,0.806058,0.684758417,ASTRAL
1093,Tereno eryrus SB09133,terminal,0.551955,0.806058,0.684758417,ASTRAL
1094,  ,internal,3.00016,3.944738,0.760547342,ASTRAL
1095,  ,internal,6.243423,5.90098,1.058031547,ASTRAL
1096,Onych cortus LSU66222,terminal,1.141712,0.429797,2.656398253,ASTRAL
1097,Onych cortus L16286,terminal,1.141712,0.429797,2.656398253,ASTRAL
1098,  ,internal,1.551511,1.044295,1.485701837,ASTRAL
1099,Onych cortus SB14669,terminal,2.693222,1.474092,1.827037933,ASTRAL
1100,  ,internal,0.514006,1.272018,0.404087049,ASTRAL
1101,Onych cortus SP78355,terminal,3.207229,2.74611,1.167917163,ASTRAL
1102,  ,internal,6.588309,7.905666,0.833365462,ASTRAL
1103,  ,internal,2.181945,2.896126,0.753401268,ASTRAL
1104,Oxyrun critus L40549,terminal,0.142413,0.317066,0.44915885,ASTRAL
1105,Oxyrun critus L5568,terminal,0.142413,0.317066,0.44915885,ASTRAL
1106,  ,internal,0.167406,0.072157,2.320024391,ASTRAL
1107,Oxyrun critus L27843,terminal,0.309819,0.389223,0.795993556,ASTRAL
1108,  ,internal,0.117155,0.284739,0.411446974,ASTRAL
1109,Oxyrun critus Y139410,terminal,0.426974,0.673962,0.6335283,ASTRAL
1110,  ,internal,0.29356,0.089989,3.262176488,ASTRAL
1111,Oxyrun critus LSUMZ2197,terminal,0.104039,0.183445,0.567140015,ASTRAL
1112,Oxyrun critus L2080,terminal,0.104039,0.183445,0.567140015,ASTRAL
1113,  ,internal,0.616494,0.580506,1.061994191,ASTRAL
1114,  ,internal,0.31934,0.018387,17.36770544,ASTRAL
1115,Oxyrun critus Y139814,terminal,1.039873,0.782338,1.329186362,ASTRAL
1116,  ,internal,0.44763,0.039224,11.41214563,ASTRAL
1117,Oxyrun critus H4846,terminal,1.487503,0.821561,1.81058132,ASTRAL
1118,  ,internal,0.465448,0.684548,0.679934789,ASTRAL
1119,Oxyrun critus SP88522,terminal,0.556593,0.469307,1.185989129,ASTRAL
1120,Oxyrun critus K220,terminal,0.556593,0.469307,1.185989129,ASTRAL
1121,  ,internal,1.396358,1.036802,1.346793313,ASTRAL
1122,  ,internal,10.024531,12.041794,0.832478201,ASTRAL
1123,  ,internal,0.98419,0.859976,1.144438915,ASTRAL
1124,  ,internal,0.48456,0.183067,2.646899769,ASTRAL
1125,Pachy sporus SB28466,terminal,0.174613,0.510213,0.342235498,ASTRAL
1126,Pachy rufus SP93356,terminal,0.174613,0.510213,0.342235498,ASTRAL
1127,  ,internal,0.445369,0.935646,0.476001607,ASTRAL
1128,Pachy virdis K18786,terminal,0.619982,1.44586,0.428798086,ASTRAL
1129,  ,internal,0.634708,0.040744,15.57795013,ASTRAL
1130,Pachy virdis L37974,terminal,1.25469,1.486604,0.84399746,ASTRAL
1131,  ,internal,0.528462,0.835025,0.632869675,ASTRAL
1132,Pachy versi H1630,terminal,1.783152,2.321629,0.768060702,ASTRAL
1133,  ,internal,1.490302,1.540259,0.967565844,ASTRAL
1134,Pachy homrous L2306,terminal,0.284577,1.426528,0.199489249,ASTRAL
1135,Pachy minor SP90223,terminal,0.284577,1.426528,0.199489249,ASTRAL
1136,  ,internal,0.406148,0.071448,5.684525809,ASTRAL
1137,Pachy valdus SP94667,terminal,0.690725,1.497976,0.461105518,ASTRAL
1138,  ,internal,1.247937,0.053919,23.14466144,ASTRAL
1139,Pachy aglai L60882,terminal,1.938662,1.551895,1.249222402,ASTRAL
1140,  ,internal,1.334791,2.309993,0.577833353,ASTRAL
1141,  ,internal,0.892749,1.425525,0.626259799,ASTRAL
1142,Pachy major W101156,terminal,0.556293,2.014318,0.276169403,ASTRAL
1143,Pachy margin MPEGUNA141,terminal,0.556293,2.014318,0.276169403,ASTRAL
1144,  ,internal,0.854536,0.951818,0.897793486,ASTRAL
1145,Pachy albgri L33450,terminal,1.41083,2.966136,0.475645756,ASTRAL
1146,  ,internal,1.009807,1.326588,0.761206192,ASTRAL
1147,Pachy caseus MPEGSB61,terminal,0.172337,0.995369,0.173138806,ASTRAL
1148,Pachy cinmeus L46602,terminal,0.172337,0.995369,0.173138806,ASTRAL
1149,  ,internal,2.2483,3.297355,0.681849543,ASTRAL
1150,  ,internal,1.745566,0.994688,1.754887965,ASTRAL
1151,  ,internal,1.026867,1.669879,0.614934974,ASTRAL
1152,Tityra semata MPEGORX425,terminal,0.487143,1.926414,0.25287555,ASTRAL
1153,Tityra cayan L3145,terminal,0.487143,1.926414,0.25287555,ASTRAL
1154,  ,internal,3.418174,2.519002,1.356955651,ASTRAL
1155,Tityra inquis KU3625,terminal,3.905317,4.445416,0.878504284,ASTRAL
1156,  ,internal,1.287752,2.511876,0.512665434,ASTRAL
1157,  ,internal,1.365886,0.199837,6.835000525,ASTRAL
1158,Xenosar albnuc S627351,terminal,6.558955,7.157129,0.916422633,ASTRAL
1159,  ,internal,1.306048,2.37946,0.548884201,ASTRAL
1160,Iodop fusca S626253,terminal,1.200747,1.546901,0.776227438,ASTRAL
1161,Iodop isalae L9597,terminal,1.200747,1.546901,0.776227438,ASTRAL
1162,  ,internal,6.664256,7.989687,0.834107269,ASTRAL
1163,  ,internal,0.948894,1.57719,0.601635821,ASTRAL
1164,Schiff vercis L60681,terminal,0.065096,0.294558,0.220995525,ASTRAL
1165,Schiff sterhy L28371,terminal,0.065096,0.294558,0.220995525,ASTRAL
1166,  ,internal,0.150393,0.279928,0.537256009,ASTRAL
1167,Schiff aenea L5543,terminal,0.215489,0.574486,0.375098784,ASTRAL
1168,  ,internal,0.263775,0.810042,0.325631264,ASTRAL
1169,Schiff olicea L48495,terminal,0.479264,1.384528,0.346156957,ASTRAL
1170,  ,internal,0.485335,0.139492,3.479303473,ASTRAL
1171,Schiff turdi SP91512,terminal,0.964599,1.52402,0.63293067,ASTRAL
1172,  ,internal,0.918476,0.056057,16.38467988,ASTRAL
1173,Schiff turdi GBR16313,terminal,1.883075,1.580077,1.191761541,ASTRAL
1174,  ,internal,0.812533,1.0874,0.747225492,ASTRAL
1175,Schiff vircen A2451,terminal,2.695608,2.667477,1.01054592,ASTRAL
1176,  ,internal,0.533605,1.490447,0.358016756,ASTRAL
1177,Schiff major L42702,terminal,3.229213,4.157924,0.776640699,ASTRAL
1178,  ,internal,3.283037,3.372605,0.973442487,ASTRAL
1179,Lanioc rufcen L2302,terminal,1.460424,0.48959,2.982953083,ASTRAL
1180,Lanioc hyppyr L10759,terminal,1.460424,0.48959,2.982953083,ASTRAL
1181,  ,internal,3.804017,5.782144,0.657890395,ASTRAL
1182,Laniisom elega SP51226,terminal,1.119005,0.959802,1.165870669,ASTRAL
1183,Laniisom elega K18581,terminal,1.119005,0.959802,1.165870669,ASTRAL
1184,  ,internal,4.145437,5.311933,0.780400845,ASTRAL
1185,  ,internal,1.247808,1.258794,0.991272599,ASTRAL
1186,  ,internal,2.301648,3.583249,0.642335489,ASTRAL
1187,  ,internal,4.632335,3.477168,1.332214894,ASTRAL
1188,  ,internal,0.781779,0.506766,1.542682421,ASTRAL
1189,Lipau urolis L58450,terminal,0.500694,0.143983,3.477452199,ASTRAL
1190,Lipau urolis SM24135,terminal,0.500694,0.143983,3.477452199,ASTRAL
1191,  ,internal,0.875348,1.568531,0.558068664,ASTRAL
1192,Lipau fuscin H5187,terminal,0.40339,0.255068,1.581499835,ASTRAL
1193,Lipau fuscin IC33464,terminal,0.40339,0.255068,1.581499835,ASTRAL
1194,  ,internal,0.972653,1.457446,0.667368122,ASTRAL
1195,  ,internal,0.107915,0.327824,0.329185783,ASTRAL
1196,Lipau weberi H2080,terminal,0.537518,0.191589,2.805578608,ASTRAL
1197,Lipau weberi H4853,terminal,0.537518,0.191589,2.805578608,ASTRAL
1198,  ,internal,0.946439,1.848749,0.511934827,ASTRAL
1199,  ,internal,0.072977,0.210636,0.346460244,ASTRAL
1200,Tijuca condi RJ54051,terminal,1.556934,2.250974,0.69167125,ASTRAL
1201,  ,internal,0.068651,0.127778,0.537267761,ASTRAL
1202,Lipau vocran MPEGUNA027,terminal,0.493608,0.34037,1.450210066,ASTRAL
1203,Lipau vocran L11030,terminal,0.493608,0.34037,1.450210066,ASTRAL
1204,  ,internal,0.530466,0.124741,4.252539261,ASTRAL
1205,Lipau vocran L3149,terminal,1.024074,0.46511,2.201788824,ASTRAL
1206,  ,internal,0.601512,1.913641,0.31432855,ASTRAL
1207,  ,internal,0.220626,0.045405,4.859068385,ASTRAL
1208,Lipau lanides SP91038,terminal,1.846211,2.424157,0.761588874,ASTRAL
1209,  ,internal,0.143237,0.389704,0.367553323,ASTRAL
1210,Lipau unifus L72146,terminal,0.514767,0.69253,0.743313647,ASTRAL
1211,Lipau unifus L11747,terminal,0.514767,0.69253,0.743313647,ASTRAL
1212,  ,internal,1.474681,2.121331,0.695167798,ASTRAL
1213,  ,internal,0.34425,0.071573,4.809774636,ASTRAL
1214,Lipau strrus K4008,terminal,2.333698,2.885434,0.808785784,ASTRAL
1215,  ,internal,0.708232,0.082659,8.568117204,ASTRAL
1216,Tijuca atra SPL100952,terminal,3.04193,2.968093,1.024876916,ASTRAL
1217,  ,internal,0.762158,2.498973,0.304988489,ASTRAL
1218,Procni avera MZUSP90159,terminal,0.090231,0.883263,0.102156436,ASTRAL
1219,Procni nudicol MPEGCMN28,terminal,0.090231,0.883263,0.102156436,ASTRAL
1220,  ,internal,0.59111,0.69117,0.855230985,ASTRAL
1221,Procni albus SB11635,terminal,0.197642,0.276997,0.713516753,ASTRAL
1222,Procni tritus SB2303,terminal,0.197642,0.276997,0.713516753,ASTRAL
1223,  ,internal,0.483698,1.297436,0.372810682,ASTRAL
1224,  ,internal,1.012491,0.010659,94.98930481,ASTRAL
1225,Procni avera SP90160,terminal,1.693831,1.585092,1.068601065,ASTRAL
1226,  ,internal,2.110257,3.881973,0.543604245,ASTRAL
1227,  ,internal,0.178868,0.860932,0.207760892,ASTRAL
1228,Xiphol atrpur FMNH427188,terminal,0.345322,0.762828,0.452686582,ASTRAL
1229,Xiphol lampen MPEGMPDS929,terminal,0.345322,0.762828,0.452686582,ASTRAL
1230,  ,internal,0.993169,0.928222,1.069969253,ASTRAL
1231,Carpod hopkei L29961,terminal,1.338491,1.691049,0.791515207,ASTRAL
1232,  ,internal,2.147534,3.203618,0.670346465,ASTRAL
1233,Coniop mcilh K1416,terminal,0.845371,0.246611,3.427953335,ASTRAL
1234,Coniop mcilh L78827,terminal,0.845371,0.246611,3.427953335,ASTRAL
1235,  ,internal,1.856349,2.894383,0.641362598,ASTRAL
1236,Gymnod foe L15044,terminal,2.70172,3.140994,0.860148093,ASTRAL
1237,  ,internal,0.784305,1.753673,0.447235602,ASTRAL
1238,  ,internal,0.496931,1.43333,0.346696853,ASTRAL
1239,  ,internal,0.517442,0.320621,1.613874325,ASTRAL
1240,Cephal penger L11737,terminal,0.183639,0.916528,0.200363764,ASTRAL
1241,Cephal glabr L52901,terminal,0.183639,0.916528,0.200363764,ASTRAL
1242,  ,internal,0.435766,0.351585,1.239432854,ASTRAL
1243,Pyrode scutus L44166,terminal,0.165336,0.309633,0.533974092,ASTRAL
1244,Pyrode scutus SP93046,terminal,0.165336,0.309633,0.533974092,ASTRAL
1245,  ,internal,0.454068,0.95848,0.473737585,ASTRAL
1246,  ,internal,0.883444,0.02084,42.39174664,ASTRAL
1247,Periss tricol SB11617,terminal,1.502849,1.288954,1.165944634,ASTRAL
1248,  ,internal,0.899414,1.863228,0.482718164,ASTRAL
1249,Querul purata L27363,terminal,2.402263,3.152182,0.762095272,ASTRAL
1250,  ,internal,1.592671,0.010922,145.8222853,ASTRAL
1251,Cephal orntus GTLP201,terminal,3.994934,3.163104,1.262979023,ASTRAL
1252,  ,internal,0.505464,3.485515,0.145018455,ASTRAL
1253,  ,internal,0.298901,0.289135,1.03377661,ASTRAL
1254,Cotin natte L28741,terminal,0.046214,0.85043,0.054341921,ASTRAL
1255,Cotin coti GDPN147,terminal,0.046214,0.85043,0.054341921,ASTRAL
1256,  ,internal,0.930709,0.818186,1.137527408,ASTRAL
1257,Cotin cayan L9602,terminal,0.976923,1.668616,0.585469035,ASTRAL
1258,  ,internal,0.953989,0.572216,1.667183371,ASTRAL
1259,Cotin mayna L4762,terminal,1.930912,2.240832,0.861694228,ASTRAL
1260,  ,internal,2.868388,4.696921,0.61069539,ASTRAL
1261,  ,internal,1.272434,0.066979,18.99750668,ASTRAL
1262,Xiphol puncea L20380,terminal,6.071734,7.004733,0.866804488,ASTRAL
1263,  ,internal,0.072667,0.450764,0.161208526,ASTRAL
1264,Haemat milit SB12587,terminal,6.144401,7.455497,0.824143716,ASTRAL
1265,  ,internal,2.055871,0.241956,8.496879598,ASTRAL
1266,Porphy porema L40718,terminal,8.200272,7.697453,1.065322776,ASTRAL
1267,  ,internal,0.299298,1.787777,0.167413497,ASTRAL
1268,Phoeni carni K1252,terminal,0.735329,0.721005,1.019866714,ASTRAL
1269,Phoeni nigcol A14164,terminal,0.735329,0.721005,1.019866714,ASTRAL
1270,  ,internal,1.864294,2.343174,0.79562764,ASTRAL
1271,Rupico peruvi L2001,terminal,2.599624,3.064179,0.84839169,ASTRAL
1272,  ,internal,4.507108,5.387178,0.836636176,ASTRAL
1273,Carpor cucul SP93535,terminal,0.821436,1.765391,0.465299755,ASTRAL
1274,Carpor melala SPCMML54,terminal,0.821436,1.765391,0.465299755,ASTRAL
1275,  ,internal,6.285295,6.685966,0.940072833,ASTRAL
1276,  ,internal,0.203453,0.268656,0.757299297,ASTRAL
1277,Snowor crylop L44395,terminal,7.310184,8.720013,0.838322603,ASTRAL
1278,  ,internal,1.189387,0.765217,1.554313352,ASTRAL
1279,  ,internal,0.789415,1.513123,0.521712379,ASTRAL
1280,Phytot raidii LSU448,terminal,0.738401,0.201494,3.664630212,ASTRAL
