,Taxon,Branch Type,l1,l2,l1/l2,Topology
1846,Thamman ardcus MZU92005,terminal,0.473867,0.503987,0.940236554,ASTRAL
1847,Thamman ardcus L6896,terminal,0.473867,0.503987,0.940236554,ASTRAL
1848,  ,internal,1.044228,0.933387,1.118751386,ASTRAL
1849,Thamman satnus LSU4600,terminal,0.551062,0.391701,1.406843485,ASTRAL
1850,Thamman satnus MZU92763,terminal,0.551062,0.391701,1.406843485,ASTRAL
1851,  ,internal,0.967034,1.045673,0.924795801,ASTRAL
1852,  ,internal,1.571296,1.62734,0.965560977,ASTRAL
1853,  ,internal,0.497508,0.919786,0.540895382,ASTRAL
1854,Isleri hauxw MZU83855,terminal,0.581932,1.036937,0.56120285,ASTRAL
1855,Isleri hauxw LSU4270,terminal,0.581932,1.036937,0.56120285,ASTRAL
1856,  ,internal,0.035681,0.031204,1.143475195,ASTRAL
1857,Isleri hauxw MZU92884,terminal,0.617614,1.068141,0.578213925,ASTRAL
1858,  ,internal,0.114,0.000423,269.5035461,ASTRAL
1859,Isleri hauxw MZU86503,terminal,0.731613,1.068565,0.684668691,ASTRAL
1860,  ,internal,1.749029,0.534883,3.26992819,ASTRAL
1861,Isleri gutta F391375,terminal,2.480643,1.603447,1.547068908,ASTRAL
1862,  ,internal,1.106256,2.381052,0.464608081,ASTRAL
1863,  ,internal,1.609663,0.014672,109.7098555,ASTRAL
1864,Xenor setif SB03229,terminal,5.196562,3.999172,1.299409478,ASTRAL
1865,  ,internal,0.109861,0.252347,0.43535687,ASTRAL
1866,  ,internal,0.378522,1.020764,0.370822247,ASTRAL
1867,Pyrigl leunot LSU66339,terminal,0.09934,0.122213,0.812843151,ASTRAL
1868,Pyrigl leunot LSU66203,terminal,0.09934,0.122213,0.812843151,ASTRAL
1869,  ,internal,0.140627,0.270073,0.520699959,ASTRAL
1870,Pyrigl leunot ICN39174,terminal,0.239967,0.392286,0.611714412,ASTRAL
1871,  ,internal,0.112972,0.115145,0.981128143,ASTRAL
1872,Pyrigl leuter MMCMT18,terminal,0.126285,0.152129,0.83011786,ASTRAL
1873,Pyrigl leuter MMCMT4,terminal,0.126285,0.152129,0.83011786,ASTRAL
1874,  ,internal,0.226654,0.355302,0.637919291,ASTRAL
1875,  ,internal,0.102815,0.091957,1.118076927,ASTRAL
1876,Pyrigl leuter MPEG66032,terminal,0.099041,0.26112,0.379293045,ASTRAL
1877,Pyrigl leuter MMCMT20,terminal,0.099041,0.26112,0.379293045,ASTRAL
1878,  ,internal,0.356713,0.338268,1.054527771,ASTRAL
1879,  ,internal,0.093029,0.106331,0.874900076,ASTRAL
1880,Pyrigl leuter MPEG67154,terminal,0.04384,0.266186,0.164696866,ASTRAL
1881,Pyrigl leuter MPEG61854,terminal,0.04384,0.266186,0.164696866,ASTRAL
1882,  ,internal,0.044165,0.060104,0.734809663,ASTRAL
1883,Pyrigl leunot LSU31392,terminal,0.077762,0.273737,0.284075591,ASTRAL
1884,Pyrigl leuter MPEG71402,terminal,0.077762,0.273737,0.284075591,ASTRAL
1885,  ,internal,0.010243,0.052554,0.194904289,ASTRAL
1886,  ,internal,0.198203,0.013914,14.24486129,ASTRAL
1887,Pyrigl leuter MPEG71403,terminal,0.286208,0.340204,0.841283465,ASTRAL
1888,  ,internal,0.096145,0.177566,0.54146064,ASTRAL
1889,Pyrigl leuter LGEMA15911,terminal,0.030723,0.341204,0.090042907,ASTRAL
1890,Pyrigl leuter LGEMA15903,terminal,0.030723,0.341204,0.090042907,ASTRAL
1891,  ,internal,0.35163,0.176566,1.991493266,ASTRAL
1892,  ,internal,0.16643,0.187949,0.885506175,ASTRAL
1893,  ,internal,0.031884,0.058324,0.546670324,ASTRAL
1894,Pyrigl atra LGEMA15343,terminal,0.187613,0.299442,0.626542035,ASTRAL
1895,Pyrigl atra LGEMA15342,terminal,0.187613,0.299442,0.626542035,ASTRAL
1896,  ,internal,0.393054,0.464601,0.846003345,ASTRAL
1897,  ,internal,0.301579,0.015791,19.09815718,ASTRAL
1898,Pyrigl leunot ANSP18393,terminal,0.882246,0.779834,1.131325385,ASTRAL
1899,  ,internal,0.218718,0.114788,1.905408231,ASTRAL
1900,Pyrigl leuter L25922,terminal,1.100964,0.894622,1.230647134,ASTRAL
1901,  ,internal,0.31491,1.217283,0.258699086,ASTRAL
1902,Percno arena LSUK162,terminal,0.058426,0.425029,0.137463561,ASTRAL
1903,Percno arena LSU42797,terminal,0.058426,0.425029,0.137463561,ASTRAL
1904,  ,internal,0.243652,0.394055,0.618319778,ASTRAL
1905,Percno rufons LSU7011,terminal,0.302078,0.819083,0.368800231,ASTRAL
1906,  ,internal,0.137428,0.069735,1.970717717,ASTRAL
1907,Percno rufons IAvHBT372,terminal,0.079431,0.431625,0.184027802,ASTRAL
1908,Percno rufons MPEGJAP144,terminal,0.079431,0.431625,0.184027802,ASTRAL
1909,  ,internal,0.360075,0.457193,0.787577675,ASTRAL
1910,  ,internal,0.358071,0.114613,3.124174396,ASTRAL
1911,Percno rufons L55295,terminal,0.797578,1.003431,0.794850867,ASTRAL
1912,  ,internal,0.229108,0.674744,0.339548036,ASTRAL
1913,Haffer forti LSU4704,terminal,0.204306,0.621617,0.328668617,ASTRAL
1914,Haffer forti LSU4299,terminal,0.204306,0.621617,0.328668617,ASTRAL
1915,  ,internal,0.486753,0.685226,0.710353956,ASTRAL
1916,Haffer immlata Ph208,terminal,0.099142,0.447333,0.221629077,ASTRAL
1917,Haffer zeled LSU28209,terminal,0.099142,0.447333,0.221629077,ASTRAL
1918,  ,internal,0.591917,0.85951,0.688667962,ASTRAL
1919,  ,internal,0.335627,0.371333,0.90384372,ASTRAL
1920,  ,internal,0.339628,0.292812,1.159884158,ASTRAL
1921,Akleto goeld LSU21212,terminal,0.483077,0.970677,0.497670183,ASTRAL
1922,Akleto melcep L43013,terminal,0.483077,0.970677,0.497670183,ASTRAL
1923,  ,internal,0.883237,1.000311,0.882962399,ASTRAL
1924,  ,internal,0.04956,0.140917,0.351696389,ASTRAL
1925,  ,internal,0.145621,0.100442,1.449801876,ASTRAL
1926,Myrbor myorin MPEG9511,terminal,0.195354,0.496648,0.393344985,ASTRAL
1927,Myrbor myorin MPEG390,terminal,0.195354,0.496648,0.393344985,ASTRAL
1928,  ,internal,0.083038,0.133315,0.622870645,ASTRAL
1929,Myrbor myorin LSU907,terminal,0.278392,0.629963,0.441918017,ASTRAL
1930,  ,internal,0.289055,0.186939,1.546253056,ASTRAL
1931,Myrbor myorin A8837,terminal,0.567447,0.816902,0.694632894,ASTRAL
1932,  ,internal,0.585016,1.057868,0.553014176,ASTRAL
1933,Myrbor lopho MPEGUFAC852,terminal,0.805684,1.644547,0.48991242,ASTRAL
1934,Myrbor melrus LSU42794,terminal,0.805684,1.644547,0.48991242,ASTRAL
1935,  ,internal,0.34678,0.230224,1.506272152,ASTRAL
1936,  ,internal,0.286545,0.068037,4.21160545,ASTRAL
1937,Myrbor leurys MPEG1868,terminal,0.384632,0.740237,0.519606558,ASTRAL
1938,Myrbor lugu MPEGMAD619,terminal,0.384632,0.740237,0.519606558,ASTRAL
1939,  ,internal,0.823907,0.020928,39.36864488,ASTRAL
1940,Myrbor leurys L958,terminal,1.208539,0.761165,1.587749043,ASTRAL
1941,  ,internal,0.23047,1.181641,0.195042318,ASTRAL
1942,  ,internal,0.122487,0.269539,0.454431455,ASTRAL
1943,  ,internal,0.64756,0.042641,15.18632302,ASTRAL
1944,Akleto goeld LSU9293,terminal,2.209055,2.254987,0.979630925,ASTRAL
1945,  ,internal,0.083757,0.024162,3.466476285,ASTRAL
1946,Gymnoc nudcep L2276,terminal,2.292812,2.279149,1.005994781,ASTRAL
1947,  ,internal,0.045581,0.227255,0.200572045,ASTRAL
1948,Rhopor ardcus J1729,terminal,2.338393,2.506404,0.932967311,ASTRAL
1949,  ,internal,0.219864,0.666696,0.32978149,ASTRAL
1950,Myrmec lonipe MZUSP91992,terminal,0.452373,0.610289,0.741243902,ASTRAL
1951,Myrmec lonipe ICN39305,terminal,0.452373,0.610289,0.741243902,ASTRAL
1952,  ,internal,2.105884,2.562812,0.821708342,ASTRAL
1953,  ,internal,0.554731,0.670134,0.827791158,ASTRAL
1954,Sipia palata H8455,terminal,0.152259,1.357064,0.112197361,ASTRAL
1955,Sipia nigcau LSU11775,terminal,0.152259,1.357064,0.112197361,ASTRAL
1956,  ,internal,0.719434,0.118473,6.072556616,ASTRAL
1957,Sipia laecta L72189,terminal,0.871693,1.475536,0.590763628,ASTRAL
1958,  ,internal,1.029272,0.606344,1.697505047,ASTRAL
1959,Sipia berle LSU12026,terminal,0.74092,0.142282,5.207405013,ASTRAL
1960,Sipia berle LSU29981,terminal,0.74092,0.142282,5.207405013,ASTRAL
1961,  ,internal,1.160044,1.939598,0.598084758,ASTRAL
1962,  ,internal,0.450082,0.429583,1.047718369,ASTRAL
1963,Amporn gricep L66366,terminal,2.351047,2.511463,0.936126473,ASTRAL
1964,  ,internal,0.592248,0.565905,1.046550216,ASTRAL
1965,Polioc exsul L72003,terminal,0.911135,0.268357,3.395234706,ASTRAL
1966,Polioc exsul L41655,terminal,0.911135,0.268357,3.395234706,ASTRAL
1967,  ,internal,2.03216,2.809012,0.723442976,ASTRAL
1968,  ,internal,0.169693,0.765866,0.221570092,ASTRAL
1969,  ,internal,0.184944,0.151142,1.22364399,ASTRAL
1970,Hyloph naevus LSU77734,terminal,0.051094,0.495009,0.103218325,ASTRAL
1971,Hyloph naevus LSU4651,terminal,0.051094,0.495009,0.103218325,ASTRAL
1972,  ,internal,0.51238,0.560415,0.914286734,ASTRAL
1973,Hyloph naevus MPEG12164,terminal,0.563475,1.055424,0.53388496,ASTRAL
1974,  ,internal,0.252099,0.23348,1.079745588,ASTRAL
1975,Hyloph naevus LSU106776,terminal,0.815574,1.288903,0.632766003,ASTRAL
1976,  ,internal,0.252114,0.668328,0.37723094,ASTRAL
1977,Hyloph naevus LSU55298,terminal,1.067688,1.957231,0.545509447,ASTRAL
1978,  ,internal,0.518094,0.389269,1.330940815,ASTRAL
1979,Hyloph puntul LSU18327,terminal,0.486195,0.411159,1.182498741,ASTRAL
1980,Hyloph puntul MPEG3422,terminal,0.486195,0.411159,1.182498741,ASTRAL
1981,  ,internal,1.099587,1.935341,0.56816189,ASTRAL
1982,  ,internal,0.554447,0.031167,17.78955305,ASTRAL
1983,Hyloph naeide L2230,terminal,2.140229,2.377667,0.900138245,ASTRAL
1984,  ,internal,0.511995,0.567309,0.902497581,ASTRAL
1985,Hypmoi maccau LSU12660,terminal,1.158317,1.703014,0.680157063,ASTRAL
1986,Hypmoi melpog SKU89774,terminal,1.158317,1.703014,0.680157063,ASTRAL
1987,  ,internal,1.493907,1.241962,1.202860474,ASTRAL
1988,  ,internal,0.602268,0.845415,0.712393322,ASTRAL
1989,Myrder squosa MZUSP81159,terminal,0.065358,1.30821,0.049959869,ASTRAL
1990,Myrder loric MZUSP85430,terminal,0.065358,1.30821,0.049959869,ASTRAL
1991,  ,internal,1.141927,0.896992,1.273062636,ASTRAL
1992,Myrder fernea L55285,terminal,1.207285,2.205203,0.54747114,ASTRAL
1993,  ,internal,1.081623,0.064016,16.89613534,ASTRAL
1994,Myrder rufuda LGE1527,terminal,2.288908,2.269218,1.008676998,ASTRAL
1995,  ,internal,0.965583,1.521172,0.634762538,ASTRAL
1996,  ,internal,0.043442,0.203985,0.21296664,ASTRAL
1997,  ,internal,0.150067,0.07118,2.108274796,ASTRAL
1998,Myrmel rufcie MCP3170,terminal,0.056661,0.838516,0.06757295,ASTRAL
1999,Myrmel humay LSU9313,terminal,0.056661,0.838516,0.06757295,ASTRAL
2000,  ,internal,0.365791,0.050611,7.227499951,ASTRAL
2001,Myrmel bruncep FMNH433483,terminal,0.422452,0.889127,0.475131224,ASTRAL
2002,  ,internal,0.759028,0.071107,10.67444837,ASTRAL
2003,Myrmel leustig L55190,terminal,1.18148,0.960234,1.230408421,ASTRAL
2004,  ,internal,0.364181,0.980806,0.371307884,ASTRAL
2005,Myrmel satata KU4029,terminal,0.994962,1.758393,0.565835965,ASTRAL
2006,Myrmel schcea LSU10603,terminal,0.994962,1.758393,0.565835965,ASTRAL
2007,  ,internal,0.5507,0.182647,3.015105641,ASTRAL
2008,  ,internal,1.159911,0.060731,19.09915858,ASTRAL
2009,Myrmel hyper L7342,terminal,2.705572,2.001771,1.351589168,ASTRAL
2010,  ,internal,0.742428,2.063785,0.359740961,ASTRAL
2011,  ,internal,0.086527,0.303343,0.285244756,ASTRAL
2012,Hypmis hypxan LSU7074,terminal,0.174271,0.822282,0.211935808,ASTRAL
2013,Hypmis hypxan LSU42673,terminal,0.174271,0.822282,0.211935808,ASTRAL
2014,  ,internal,0.188682,0.23908,0.789200268,ASTRAL
2015,Hypmis hypxan LSU10573,terminal,0.362953,1.061362,0.341969093,ASTRAL
2016,  ,internal,0.283326,0.171119,1.655724963,ASTRAL
2017,Hypmis hypxan LSU35402,terminal,0.029311,0.54282,0.053997642,ASTRAL
2018,Hypmis hypxan MZUSP92826,terminal,0.029311,0.54282,0.053997642,ASTRAL
2019,  ,internal,0.40798,0.313676,1.300641426,ASTRAL
2020,Hypmis hypxan MZUSP92436,terminal,0.437291,0.856496,0.510558135,ASTRAL
2021,  ,internal,0.208988,0.375985,0.555841323,ASTRAL
2022,  ,internal,0.909279,1.090648,0.833705283,ASTRAL
2023,Hypmis rononi MZUSP80610,terminal,0.066752,0.695095,0.096032916,ASTRAL
2024,Hypmis ochgyn LSU15122,terminal,0.066752,0.695095,0.096032916,ASTRAL
2025,  ,internal,0.185919,0.197033,0.943593205,ASTRAL
2026,Hypmis peruvi LSU74189,terminal,0.252671,0.892128,0.283222811,ASTRAL
2027,  ,internal,0.14896,0.209146,0.712229734,ASTRAL
2028,Hypmis subava LSU1999,terminal,0.401631,1.101274,0.364696706,ASTRAL
2029,  ,internal,0.884966,0.043136,20.51571773,ASTRAL
2030,Hypmis flaves MZU93840,terminal,1.286597,1.14441,1.124244807,ASTRAL
2031,  ,internal,0.268961,1.178719,0.228180762,ASTRAL
2032,  ,internal,0.108717,0.42211,0.257556087,ASTRAL
2033,Dryphi cauata IAvH7494,terminal,0.064613,0.481657,0.134147329,ASTRAL
2034,Dryphi strcep H2145,terminal,0.064613,0.481657,0.134147329,ASTRAL
2035,  ,internal,0.113574,0.119407,0.951150268,ASTRAL
2036,Dryphi klage IAvHAMC1045,terminal,0.178187,0.601064,0.296452624,ASTRAL
2037,  ,internal,0.451578,0.01783,25.32686483,ASTRAL
2038,Dryphi hellm IAvH994,terminal,0.629765,0.618894,1.017565205,ASTRAL
2039,  ,internal,0.097454,0.538405,0.181005006,ASTRAL
2040,Dryphi devil LSU9683,terminal,0.231143,0.331238,0.697815468,ASTRAL
2041,Dryphi devil MPEG69273,terminal,0.231143,0.331238,0.697815468,ASTRAL
2042,  ,internal,0.496076,0.826061,0.600531922,ASTRAL
2043,  ,internal,0.140794,0.505526,0.278509908,ASTRAL
2044,Dryphi rublis FMNH432966,terminal,0.868013,1.662825,0.522011035,ASTRAL
2045,  ,internal,0.02721,0.104278,0.26093711,ASTRAL
2046,Dryphi malur LSU25950,terminal,0.895223,1.767103,0.506604878,ASTRAL
2047,  ,internal,0.023753,0.03012,0.788612218,ASTRAL
2048,Dryphi genei FMNH432972,terminal,0.416021,1.269852,0.327613769,ASTRAL
2049,Dryphi ochpyg LSU37221,terminal,0.416021,1.269852,0.327613769,ASTRAL
2050,  ,internal,0.502955,0.527372,0.953700614,ASTRAL
2051,  ,internal,0.612707,0.014313,42.80772724,ASTRAL
2052,Dryphi fernea L37217,terminal,1.531683,1.811536,0.845516181,ASTRAL
2053,  ,internal,0.132592,0.933704,0.14200646,ASTRAL
2054,  ,internal,0.07972,0.25233,0.315935481,ASTRAL
2055,Cercides pareri IAvHBT4784,terminal,0.195481,1.321704,0.14790074,ASTRAL
2056,Cercides tyrina L2273,terminal,0.195481,1.321704,0.14790074,ASTRAL
2057,  ,internal,0.447516,0.145228,3.081471892,ASTRAL
2058,Cercmac serva LSU74180,terminal,0.642996,1.466932,0.438327066,ASTRAL
2059,  ,internal,0.314112,0.06949,4.520247518,ASTRAL
2060,Cercides laeta MPEGBAR026,terminal,0.957108,1.536422,0.62294604,ASTRAL
2061,  ,internal,0.095966,0.21982,0.436566282,ASTRAL
2062,Cercides nigcen YPM137453,terminal,0.136094,0.887983,0.153261943,ASTRAL
2063,Cercides nigcen LSUMZ1764,terminal,0.136094,0.887983,0.153261943,ASTRAL
2064,  ,internal,0.916981,0.868259,1.056114593,ASTRAL
2065,  ,internal,0.69092,1.241328,0.55659745,ASTRAL
2066,  ,internal,0.209916,0.018931,11.08847921,ASTRAL
2067,Sciaph casnea LSU42168,terminal,0.68793,1.116963,0.615893275,ASTRAL
2068,Sciaph hemmel L74134,terminal,0.68793,1.116963,0.615893275,ASTRAL
2069,  ,internal,1.265981,1.899538,0.666467846,ASTRAL
2070,  ,internal,0.020643,0.039932,0.516953821,ASTRAL
2071,Dryphi squata L37222,terminal,1.974554,3.056433,0.646032156,ASTRAL
2072,  ,internal,0.398625,0.093005,4.286059889,ASTRAL
2073,Cercmac ferdi MZUSP81148,terminal,0.560875,0.568355,0.986839211,ASTRAL
2074,Cercmac nigcan LSU2277,terminal,0.560875,0.568355,0.986839211,ASTRAL
2075,  ,internal,0.680726,0.04738,14.3673702,ASTRAL
2076,Cercmac carbo MZUML1344,terminal,1.2416,0.615735,2.016451883,ASTRAL
2077,  ,internal,0.181962,0.679713,0.267704163,ASTRAL
2078,Cercmac melria LSU68306,terminal,1.423563,1.295447,1.098897137,ASTRAL
2079,  ,internal,0.056996,0.395073,0.144267009,ASTRAL
2080,Cercmac manu LSU9096,terminal,1.480559,1.690521,0.875800419,ASTRAL
2081,  ,internal,0.224558,0.075577,2.971247866,ASTRAL
2082,Cercmac cincen LSU7042,terminal,1.705117,1.766098,0.965471339,ASTRAL
2083,  ,internal,0.483093,0.034906,13.83982696,ASTRAL
2084,Cercmac bralia SP94899,terminal,2.18821,1.801004,1.214994525,ASTRAL
2085,  ,internal,0.184969,1.348435,0.137173093,ASTRAL
2086,  ,internal,0.747965,0.10754,6.955225962,ASTRAL
2087,Hypmis cant L55201,terminal,3.121144,3.256979,0.958294174,ASTRAL
2088,  ,internal,0.343067,0.903681,0.379632857,ASTRAL
2089,Rhegma hoffm LSU36786,terminal,0.172871,0.372521,0.46405706,ASTRAL
2090,Rhegma criata MPEGSGC613,terminal,0.172871,0.372521,0.46405706,ASTRAL
2091,  ,internal,0.186936,0.020571,9.087355987,ASTRAL
2092,Rhegma melsti LSU4248,terminal,0.359807,0.393092,0.915325166,ASTRAL
2093,  ,internal,0.104264,0.153392,0.679722541,ASTRAL
2094,Gymnop leuca LSU4290,terminal,0.167223,0.216967,0.770730111,ASTRAL
2095,Gymnop bicol LSU2096,terminal,0.167223,0.216967,0.770730111,ASTRAL
2096,  ,internal,0.296848,0.329517,0.900857922,ASTRAL
2097,  ,internal,0.101772,0.018971,5.36460914,ASTRAL
2098,Oneill salvi LSU35718,terminal,0.423581,0.392392,1.079484291,ASTRAL
2099,Oneill lunul L42895,terminal,0.423581,0.392392,1.079484291,ASTRAL
2100,  ,internal,0.142261,0.173063,0.822018571,ASTRAL
2101,  ,internal,0.365442,0.006349,57.55898567,ASTRAL
2102,Rhegma gymno L35336,terminal,0.931285,0.571804,1.628678708,ASTRAL
2103,  ,internal,0.308978,0.027151,11.379986,ASTRAL
2104,Gymnop rufula L55363,terminal,1.240262,0.598955,2.07070982,ASTRAL
2105,  ,internal,0.789916,0.009651,81.84809864,ASTRAL
2106,Rhegma berle MZU86757,terminal,2.030179,0.608607,3.335779904,ASTRAL
2107,  ,internal,0.425958,2.006672,0.212270864,ASTRAL
2108,Phlego eryera LSU2707,terminal,0.883906,1.896331,0.466113774,ASTRAL
2109,Phlego borba LGEMAP44,terminal,0.883906,1.896331,0.466113774,ASTRAL
2110,  ,internal,1.57223,0.718948,2.186848006,ASTRAL
2111,  ,internal,0.04973,0.221327,0.224690164,ASTRAL
2112,Willis poetus MCP2362,terminal,0.088313,0.868463,0.101688846,ASTRAL
2113,Willis vidua LSU16954,terminal,0.088313,0.868463,0.101688846,ASTRAL
2114,  ,internal,0.542274,0.03877,13.98694867,ASTRAL
2115,Willis poetus L55367,terminal,0.630587,0.907234,0.695065441,ASTRAL
2116,  ,internal,1.875279,1.929372,0.971963416,ASTRAL
2117,  ,internal,0.165168,0.25015,0.660275834,ASTRAL
2118,Pithys caseus LSU42901,terminal,2.671034,3.086755,0.865321025,ASTRAL
2119,  ,internal,0.377784,0.08711,4.33686144,ASTRAL
2120,Phaeno mclea L52937,terminal,3.048818,3.173865,0.960601034,ASTRAL
2121,  ,internal,0.415392,0.986795,0.420950653,ASTRAL
2122,  ,internal,0.070317,0.208239,0.337674499,ASTRAL
2123,  ,internal,1.338793,0.023627,56.66368985,ASTRAL
2124,Pithys albfro L48484,terminal,4.87332,4.392526,1.109457292,ASTRAL
2125,  ,internal,0.647907,0.041903,15.46206716,ASTRAL
2126,Myrmec lonipe L46534,terminal,5.521228,4.434429,1.245082061,ASTRAL
2127,  ,internal,0.056515,0.060294,0.93732378,ASTRAL
2128,Phlego nigromac L2813,terminal,4.392446,4.428333,0.991896048,ASTRAL
2129,Sclate naevia F391418,terminal,4.392446,4.428333,0.991896048,ASTRAL
2130,  ,internal,1.185297,0.06639,17.85354722,ASTRAL
2131,  ,internal,0.107202,0.77756,0.137869746,ASTRAL
2132,  ,internal,0.151193,1.68721,0.089611252,ASTRAL
2133,Formvor grisea COPML771,terminal,0.112709,0.266258,0.423307469,ASTRAL
2134,Formvor grisea FMNH394490,terminal,0.112709,0.266258,0.423307469,ASTRAL
2135,  ,internal,0.157906,0.006099,25.89047385,ASTRAL
2136,Formvor grisea COPIC1436,terminal,0.270615,0.272357,0.993603983,ASTRAL
2137,  ,internal,0.050951,0.279813,0.182089467,ASTRAL
2138,Formvor grisea COPYPL49,terminal,0.242548,0.534741,0.453580331,ASTRAL
2139,Formvor grisea LSU46513,terminal,0.242548,0.534741,0.453580331,ASTRAL
2140,  ,internal,0.079018,0.01743,4.533448078,ASTRAL
2141,  ,internal,0.495448,0.026872,18.43733254,ASTRAL
2142,Formvor grisea ICNAMC1366,terminal,0.817014,0.579042,1.41097537,ASTRAL
2143,  ,internal,0.536437,0.006543,81.98639768,ASTRAL
2144,Formvor grisea ICN37055,terminal,1.353452,0.585585,2.311281881,ASTRAL
2145,  ,internal,0.196959,0.681844,0.288862262,ASTRAL
2146,Formvor grisea L15217,terminal,0.565615,0.615129,0.919506315,ASTRAL
2147,Formvor grisea COPML659,terminal,0.565615,0.615129,0.919506315,ASTRAL
2148,  ,internal,0.745746,0.058612,12.72343547,ASTRAL
2149,Formvor grisea MCP3156,terminal,1.311361,0.673742,1.946384521,ASTRAL
2150,  ,internal,0.23905,0.593688,0.402652572,ASTRAL
2151,  ,internal,0.059147,0.285776,0.206969795,ASTRAL
2152,Formvor rufa LSUMZ46048,terminal,0.118009,0.361781,0.326189048,ASTRAL
2153,Formvor rufa LSUMZ88925,terminal,0.118009,0.361781,0.326189048,ASTRAL
2154,  ,internal,0.157077,0.071423,2.199249541,ASTRAL
2155,Formvor rufa KU18778,terminal,0.275085,0.433204,0.635001062,ASTRAL
2156,  ,internal,0.014208,0.075286,0.188720346,ASTRAL
2157,Formvor rufa K3561,terminal,0.101983,0.399025,0.255580477,ASTRAL
2158,Formvor rufa LSUMZ37916,terminal,0.101983,0.399025,0.255580477,ASTRAL
2159,  ,internal,0.187311,0.109465,1.711149683,ASTRAL
2160,  ,internal,0.131858,0.058483,2.2546381,ASTRAL
2161,Formvor rufa FMNH392619,terminal,0.421151,0.566972,0.742807405,ASTRAL
2162,  ,internal,0.602756,0.869206,0.693455867,ASTRAL
2163,Formvor grasau MCP3163,terminal,1.023907,1.436178,0.712938786,ASTRAL
2164,  ,internal,0.58565,0.117027,5.004400694,ASTRAL
2165,  ,internal,0.061769,0.081378,0.759038069,ASTRAL
2166,Stymph acuti CPRB146,terminal,1.671326,1.634583,1.022478516,ASTRAL
2167,  ,internal,1.062719,0.038576,27.54870904,ASTRAL
2168,Formvor grisea ICN36199,terminal,1.598029,0.260614,6.131784939,ASTRAL
2169,Formvor grisea ICN38217,terminal,1.598029,0.260614,6.131784939,ASTRAL
2170,  ,internal,1.136016,1.412545,0.804233493,ASTRAL
2171,  ,internal,0.382504,0.968606,0.394901539,ASTRAL
2172,Formvor litto NC43,terminal,0.202843,0.320836,0.632232667,ASTRAL
2173,Formvor serra MZUSP85432,terminal,0.202843,0.320836,0.632232667,ASTRAL
2174,  ,internal,0.284313,0.311698,0.912142523,ASTRAL
2175,Formvor melgas FMNH392854,terminal,0.18447,0.385987,0.47791765,ASTRAL
2176,Formvor melgas LSU6675,terminal,0.18447,0.385987,0.47791765,ASTRAL
2177,  ,internal,0.302686,0.246546,1.227705986,ASTRAL
2178,  ,internal,0.964675,0.00186,518.6424731,ASTRAL
2179,Formvor serra MCPRBL184,terminal,1.451831,0.634394,2.288532048,ASTRAL
2180,  ,internal,0.74505,0.018264,40.79336399,ASTRAL
2181,Formvor litto MCPRBL141,terminal,2.196881,0.652658,3.366052358,ASTRAL
2182,  ,internal,0.919667,1.989107,0.462351699,ASTRAL
2183,  ,internal,0.218071,0.831426,0.262285519,ASTRAL
2184,Formvor erynot UFRJ318,terminal,0.812012,0.307257,2.64277787,ASTRAL
2185,Formvor erynot UFRJ315,terminal,0.812012,0.307257,2.64277787,ASTRAL
2186,  ,internal,2.522607,3.165934,0.796797091,ASTRAL
2187,  ,internal,0.539969,0.211081,2.558112762,ASTRAL
2188,Myrrul iheri LSU21213,terminal,0.643515,0.970434,0.66312083,ASTRAL
2189,Myrrul iheri MZU96715,terminal,0.643515,0.970434,0.66312083,ASTRAL
2190,  ,internal,0.75812,0.033413,22.6893724,ASTRAL
2191,Myrrul iheri MZU96271,terminal,1.401634,1.003847,1.396262578,ASTRAL
2192,  ,internal,2.368282,1.911387,1.239038457,ASTRAL
2193,Formvor iheri CPRB127,terminal,3.769917,2.915234,1.293178181,ASTRAL
2194,  ,internal,0.104672,0.769038,0.136107709,ASTRAL
2195,  ,internal,0.279644,1.166749,0.239677943,ASTRAL
2196,Myrrul axill USNM1824,terminal,0.111258,0.679228,0.163800668,ASTRAL
2197,Myrrul axill KU772,terminal,0.111258,0.679228,0.163800668,ASTRAL
2198,  ,internal,0.402651,0.643142,0.626068582,ASTRAL
2199,Myrrul axill MZUSP91372,terminal,0.260885,0.905992,0.287955081,ASTRAL
2200,Myrrul axill L55209,terminal,0.260885,0.905992,0.287955081,ASTRAL
2201,  ,internal,0.253025,0.416378,0.607681001,ASTRAL
2202,  ,internal,0.146781,0.246257,0.596048031,ASTRAL
2203,Myrrul axill KU629,terminal,0.66069,1.568626,0.421190265,ASTRAL
2204,  ,internal,1.038697,1.605003,0.64716203,ASTRAL
2205,Myrrul lonpen INPA1999,terminal,0.975341,2.115956,0.460945785,ASTRAL
2206,Myrrul urocta MPEG70726,terminal,0.975341,2.115956,0.460945785,ASTRAL
2207,  ,internal,0.724047,1.057674,0.684565376,ASTRAL
2208,  ,internal,2.454846,1.677391,1.463490623,ASTRAL
2209,  ,internal,0.110457,0.16214,0.681244603,ASTRAL
2210,Myrrul assim LSU23703,terminal,4.264691,5.013161,0.85069899,ASTRAL
2211,  ,internal,0.264559,0.047833,5.530888717,ASTRAL
2212,Myrrul snowi FMNH399242,terminal,0.606684,1.008879,0.601344661,ASTRAL
2213,Myrrul grisea LSU22676,terminal,0.606684,1.008879,0.601344661,ASTRAL
2214,  ,internal,0.875826,0.046081,19.00622816,ASTRAL
