,Taxon,Branch Type,l1,l2,l1/l2
497,Pelecanus crispus,terminal,33.5804,33.5162,1.001915492
498,Scopus umbretta,terminal,33.5804,33.5162,1.001915492
499,  ,internal,0.5896,0.6538,0.901804833
500,Balaeniceps rex,terminal,34.17,34.17,1
501,  ,internal,20.4114,28.8674,0.707074416
502,Cochlearius cochlearius,terminal,35.4,35.4,1
503,Egretta garzetta,terminal,35.4,35.4,1
504,  ,internal,19.1814,27.6374,0.694037789
505,  ,internal,0.3939,0.4737,0.831538949
506,Mesembrinibis cayennensis,terminal,11.8846,13.6016,0.873764851
507,Nipponia nippon,terminal,11.8846,13.6016,0.873764851
508,  ,internal,43.0906,49.9095,0.863374708
509,  ,internal,9.1057,0.549,16.5859745
510,  ,internal,0.9867,1.7216,0.573129647
511,Ciconia maguari,terminal,65.0676,65.7817,0.989144397
512,  ,internal,0.8995,0.4533,1.984337084
513,Calonectris borealis,terminal,12.1063,13.4826,0.897920282
514,Pelecanoides urinatrix,terminal,12.1063,13.4826,0.897920282
515,  ,internal,0.7511,0.962,0.780769231
516,Fulmarus glacialis,terminal,12.8574,14.4446,0.890118106
517,  ,internal,9.3234,17.5474,0.531326578
518,Hydrobates tethys,terminal,22.1808,31.992,0.693323331
519,  ,internal,1.2201,1.1238,1.085691404
520,Fregetta grallaria,terminal,10.3581,13.987,0.740551941
521,Oceanites oceanicus,terminal,10.3581,13.987,0.740551941
522,  ,internal,13.0428,19.1288,0.681840994
523,  ,internal,15.099,5.3842,2.804316333
524,Thalassarche chlororhynchos,terminal,38.5,38.5,1
525,  ,internal,27.35,27.35,1
526,Aptenodytes forsteri,terminal,12.5,12.5,1
527,Pygoscelis adeliae,terminal,12.5,12.5,1
528,  ,internal,53.35,53.35,1
529,  ,internal,0.1171,0.3849,0.304234866
530,  ,internal,0.3451,0.1573,2.193897012
531,Gavia stellata,terminal,66.3122,66.3923,0.998793535
532,  ,internal,0.4329,0.7829,0.552944182
533,Eurypyga helias,terminal,26.8409,29.8014,0.900659029
534,Rhynochetos jubatus,terminal,26.8409,29.8014,0.900659029
535,  ,internal,31.0391,28.0786,1.105436168
536,Phaethon lepturus,terminal,57.88,57.88,1
537,  ,internal,8.8651,9.2952,0.953728806
538,  ,internal,1.6584,0.5561,2.982197447
539,Chaetura pelagica,terminal,59.82,59.82,1
540,Hemiprocne comata,terminal,59.82,59.82,1
541,  ,internal,0.7974,1.199,0.665054212
542,Calypte anna,terminal,10.422,13.6845,0.761591582
543,Oreotrochilus melanogaster,terminal,10.422,13.6845,0.761591582
544,  ,internal,50.1953,47.3345,1.060437947
545,  ,internal,0.4026,0.001,402.6
546,Aegotheles bennettii,terminal,61.02,61.02,1
547,  ,internal,3.841,3.2488,1.182282689
548,Podargus strigoides,terminal,64.861,64.2688,1.009214424
549,  ,internal,0.1864,0.7976,0.233701103
550,Nyctibius bracteatus,terminal,15.1862,19.4448,0.78099029
551,Nyctibius grandis,terminal,15.1862,19.4448,0.78099029
552,  ,internal,49.2485,44.9544,1.095521239
553,Steatornis caripensis,terminal,64.4348,64.3992,1.000552802
554,  ,internal,0.6126,0.6671,0.918303103
555,  ,internal,1.0196,0.4992,2.042467949
556,Antrostomus carolinensis,terminal,16.2253,18.822,0.862039103
557,Chordeiles acutipennis,terminal,16.2253,18.822,0.862039103
558,  ,internal,1.9953,2.1251,0.938920521
559,Nyctiprogne leucopyga,terminal,18.2206,20.9471,0.869838784
560,  ,internal,47.8464,44.6185,1.072344431
561,  ,internal,2.3366,2.1657,1.07891213
562,  ,internal,0.2998,0.398,0.753266332
563,Uria aalge,terminal,2.0162,14.2045,0.141940934
564,Uria lomvia,terminal,2.0162,14.2045,0.141940934
565,  ,internal,19.6838,7.4955,2.626082316
566,Alca torda,terminal,21.7,21.7,1
567,  ,internal,1.8955,0.3999,4.739934984
568,Cepphus grylle,terminal,23.5955,22.0999,1.067674514
569,  ,internal,1.3894,3.2923,0.422015005
570,Stercorarius parasiticus,terminal,24.9849,25.3922,0.983959641
571,  ,internal,1.0101,1.1174,0.90397351
572,Chroicocephalus maculipennis,terminal,2.1435,2.4319,0.881409597
573,Larus smithsonianus,terminal,2.1435,2.4319,0.881409597
574,  ,internal,0.4993,0.5734,0.870770841
575,Rissa tridactyla,terminal,2.6428,3.0053,0.879379762
576,  ,internal,13.6304,12.7719,1.067217877
577,Phaetusa simplex,terminal,15.8717,15.1884,1.044988281
578,Rynchops niger,terminal,15.8717,15.1884,1.044988281
579,  ,internal,0.4014,0.5889,0.681609781
580,  ,internal,9.7219,10.7324,0.90584585
581,  ,internal,7.8807,7.196,1.095150083
582,Glareola pratincola,terminal,21.4507,20.9902,1.02193881
583,Rhinoptilus africanus,terminal,21.4507,20.9902,1.02193881
584,  ,internal,0.5449,3.9043,0.13956407
585,Dromas ardeola,terminal,21.9955,24.8945,0.883548575
586,  ,internal,11.8802,8.8111,1.348322003
587,  ,internal,22.0795,20.9368,1.054578541
588,Turnix velox,terminal,55.9553,54.6424,1.024027129
589,  ,internal,1.8271,0.634,2.881861199
590,Nycticryphes semicollaris,terminal,18.0175,17.7688,1.013996443
591,Rostratula benghalensis,terminal,18.0175,17.7688,1.013996443
592,  ,internal,3.1432,9.9169,0.316953887
593,Jacana jacana,terminal,21.1607,27.6857,0.764318764
594,  ,internal,11.3093,4.7843,2.36383588
595,Pedionomus torquatus,terminal,24.8816,24.5234,1.014606458
596,Thinocorus orbignyianus,terminal,24.8816,24.5234,1.014606458
597,  ,internal,7.5884,7.9466,0.954924118
598,  ,internal,5.4274,5.3776,1.009260637
599,Arenaria interpres,terminal,13.5806,13.1663,1.031466699
600,Calidris pugnax,terminal,13.5806,13.1663,1.031466699
601,  ,internal,1.1739,6.4063,0.183241497
602,Limosa lapponica,terminal,14.7545,19.5726,0.753834442
603,  ,internal,23.1429,18.275,1.266369357
604,  ,internal,19.885,17.4288,1.14092766
605,  ,internal,2.2432,2.6458,0.847834303
606,Charadrius alexandrinus,terminal,18.2217,25.7666,0.707182942
607,Charadrius vociferus,terminal,18.2217,25.7666,0.707182942
608,  ,internal,5.0792,5.3526,0.948922019
609,Himantopus himantopus,terminal,13.8512,15.2438,0.908644826
610,Ibidorhyncha struthersii,terminal,13.8512,15.2438,0.908644826
611,  ,internal,9.4497,15.8754,0.595241695
612,  ,internal,26.5191,19.8745,1.334327908
613,Chionis minor,terminal,8.3431,9.0118,0.925797288
614,Pluvianellus socialis,terminal,8.3431,9.0118,0.925797288
615,  ,internal,21.5213,37.8162,0.56910266
616,Burhinus bistriatus,terminal,29.8644,46.828,0.637746647
617,  ,internal,19.9556,4.1657,4.790455386
618,  ,internal,10.2056,6.9285,1.472988381
619,  ,internal,7.3808,9.1035,0.81076509
620,Balearica regulorum,terminal,9.4784,9.7094,0.976208623
621,Grus americana,terminal,9.4784,9.7094,0.976208623
622,  ,internal,10.4661,4.6698,2.241230888
623,Aramus guarauna,terminal,19.9445,14.3792,1.387038222
624,  ,internal,12.5552,38.4845,0.326240434
625,Psophia crepitans,terminal,32.4997,52.8637,0.614782923
626,  ,internal,28.2603,7.8963,3.578929372
627,Atlantisia rogersi,terminal,12.7592,16.2004,0.787585492
628,Zapornia atra,terminal,12.7592,16.2004,0.787585492
629,  ,internal,30.6603,25.651,1.195286733
630,Heliornis fulica,terminal,43.4195,41.8514,1.037468281
631,  ,internal,17.3405,18.9086,0.917069482
632,  ,internal,6.6464,6.2657,1.060759372
633,  ,internal,0.6829,0.662,1.031570997
634,Opisthocomus hoazin,terminal,68.0893,67.6877,1.005933131
635,  ,internal,0.6142,0.4416,1.390851449
636,  ,internal,0.04,0.4176,0.095785441
637,  ,internal,0.1379,0.1141,1.208588957
638,Ceuthmochares aereus,terminal,18.5831,21.4973,0.86443879
639,Piaya cayana,terminal,18.5831,21.4973,0.86443879
640,  ,internal,8.8433,7.4748,1.183081822
641,Cuculus canorus,terminal,27.4265,28.9721,0.946652124
642,  ,internal,17.0885,8.1382,2.099788651
643,Centropus bengalensis,terminal,4.6871,7.6699,0.611103143
644,Centropus unirufus,terminal,4.6871,7.6699,0.611103143
645,  ,internal,39.828,29.4404,1.35283488
646,  ,internal,8.5715,13.5503,0.632569021
647,Geococcyx californianus,terminal,44.8405,39.1024,1.146745468
648,Crotophaga sulcirostris,terminal,44.8405,39.1024,1.146745468
649,  ,internal,8.246,11.5582,0.713432887
650,  ,internal,3.4347,3.6422,0.943028939
651,Ardeotis kori,terminal,13.8222,16.2806,0.848998194
652,Chlamydotis macqueenii,terminal,13.8222,16.2806,0.848998194
653,  ,internal,2.773,2.1909,1.265689899
654,Lophotis ruficrista,terminal,16.5952,18.4715,0.898421893
655,  ,internal,39.926,35.8313,1.114277182
656,  ,internal,0.1588,2.3772,0.066801279
657,Corythaeola cristata,terminal,18.6445,15.0337,1.240180395
658,Corythaixoides concolor,terminal,18.6445,15.0337,1.240180395
659,  ,internal,6.5203,38.0161,0.171514174
660,Tauraco erythrolophus,terminal,25.1647,53.0498,0.474359941
661,  ,internal,31.5153,3.6302,8.681422511
662,  ,internal,1.3167,6.6408,0.198274304
663,Columba livia,terminal,15.372,14.0008,1.097937261
664,Patagioenas fasciata,terminal,15.372,14.0008,1.097937261
665,  ,internal,6.4677,9.4341,0.685566191
666,Columbina picui,terminal,21.8397,23.4349,0.931930582
667,  ,internal,0.7141,0.6787,1.052158538
668,Alopecoenas beccarii,terminal,21.4348,23.1024,0.927817023
669,Caloenas nicobarica,terminal,21.4348,23.1024,0.927817023
670,  ,internal,1.1189,1.0112,1.10650712
671,  ,internal,35.1771,35.7184,0.984845346
672,Pterocles gutturalis,terminal,13.694,15.0294,0.911147484
673,Syrrhaptes paradoxus,terminal,13.694,15.0294,0.911147484
674,  ,internal,1.5578,1.4941,1.042634362
675,Pterocles burchelli,terminal,15.2518,16.5236,0.923031301
676,  ,internal,41.9251,41.1997,1.017606924
677,Mesitornis unicolor,terminal,57.1769,57.7233,0.990534152
678,  ,internal,0.5539,2.1087,0.262673685
679,  ,internal,0.2659,3.4888,0.076215318
680,  ,internal,10.8846,5.3402,2.038238268
681,  ,internal,0.1462,0.1696,0.862028302
682,Podiceps cristatus,terminal,11.7754,10.2214,1.152033968
683,Podilymbus podiceps,terminal,11.7754,10.2214,1.152033968
684,  ,internal,24.5046,26.0586,0.940365177
685,Phoenicopterus ruber,terminal,36.28,36.28,1
686,  ,internal,32.7475,32.5507,1.006045953
687,  ,internal,27.2455,13.8574,1.966133618
688,Anas platyrhynchos,terminal,0.8399,1.771,0.474251835
689,Anas zonorhyncha,terminal,0.8399,1.771,0.474251835
690,  ,internal,5.3737,5.1545,1.042525948
691,Asarcornis scutulata,terminal,6.2136,6.9255,0.897205978
692,  ,internal,1.2645,1.2238,1.033257068
693,Cairina moschata,terminal,7.4781,8.1493,0.917637098
694,  ,internal,20.4319,19.7607,1.033966408
695,Anser cygnoid,terminal,27.91,27.91,1
696,  ,internal,17.8173,18.4087,0.967873886
697,Anseranas semipalmata,terminal,45.7273,46.3187,0.987231939
698,  ,internal,6.8728,4.6712,1.471313581
699,Chauna torquata,terminal,52.6001,50.9899,1.031578803
700,  ,internal,15.1399,16.7501,0.903869231
701,Alectura lathami,terminal,65.2477,57.6283,1.13221629
702,Penelope pileata,terminal,54.2099,52.9768,1.023276227
703,Numida meleagris,terminal,32.7979,33.7089,0.972974496
704,Meleagris gallopavo,terminal,13.2773,17.076,0.777541579
705,Tympanuchus cupido,terminal,13.2773,17.076,0.777541579
706,  ,internal,1.9959,1.2765,1.563572268
707,Phasianus colchicus,terminal,15.2732,18.3525,0.832213595
708,  ,internal,10.7602,6.7498,1.594150938
709,Gallus gallus,terminal,24.0623,23.0442,1.044180314
710,Coturnix japonica,terminal,24.0623,23.0442,1.044180314
711,  ,internal,1.9711,2.0582,0.957681469
712,  ,internal,6.3644,6.8745,0.92579824
713,Odontophorus gujanensis,terminal,15.2679,14.767,1.033920228
714,Colinus virginianus,terminal,8.4108,7.379,1.139829245
715,Callipepla squamata,terminal,8.4108,7.379,1.139829245
716,  ,internal,6.8572,7.388,0.928153763
717,  ,internal,17.1298,17.2099,0.995345702
718,  ,internal,0.4002,1.732,0.231062356
719,  ,internal,21.412,19.2679,1.111278344
720,  ,internal,11.0378,4.6515,2.372954961
721,  ,internal,2.4923,10.1117,0.246476854
722,  ,internal,28.533,14.9481,1.908804463
723,  ,internal,0,0,#DIV/0!
