GENE,TYPE,ALPH,SQLN,P_A,P_C,P_G,P_T,P_CA,P_AG,P_TA,P_CG,P_TC,P_TG
228,default,0.100362,500,0.258547,0.216058,0.241526,0.283869,2.354788,1.000000,0.109613,0.189512,0.121544,0.260993
229,default,0.538478,500,0.296991,0.198175,0.225549,0.279285,4.830296,1.000000,0.078691,0.111463,0.130432,0.323803
230,default,0.042559,500,0.347625,0.231952,0.207348,0.213074,9.701567,1.000000,0.055125,0.051747,0.109159,0.244875
231,default,0.092203,500,0.256635,0.243034,0.246669,0.253662,4.036096,1.000000,0.070919,0.059018,0.053141,0.410167
232,default,2.132285,500,0.294367,0.205439,0.230471,0.269723,7.115817,1.000000,0.061185,0.133329,0.154502,0.287743
233,default,0.127273,500,0.372448,0.196467,0.180114,0.250971,5.640279,1.000000,0.055501,0.102070,0.145266,0.377783
234,default,0.118795,500,0.293760,0.191251,0.252412,0.262578,5.446936,1.000000,0.090927,0.079473,0.082383,0.356646
235,default,0.106106,500,0.265222,0.227436,0.199405,0.307937,4.956248,1.000000,0.058461,0.096270,0.153141,0.263894
236,default,0.318829,500,0.251394,0.264375,0.226576,0.257655,3.908568,1.000000,0.077151,0.055905,0.176641,0.333950
237,default,0.163069,500,0.294532,0.260941,0.172391,0.272136,2.940525,1.000000,0.125388,0.057780,0.189269,0.270841
238,default,0.054913,500,0.272998,0.279143,0.191671,0.256188,12.721502,1.000000,0.069190,0.086172,0.192052,0.245102
239,default,2.679370,500,0.315975,0.216041,0.220294,0.247690,3.310319,1.000000,0.252117,0.050204,0.216078,0.275152
240,default,0.374809,500,0.229107,0.236537,0.283234,0.251123,2.956875,1.000000,0.034688,0.064905,0.177438,0.352991
241,default,0.115395,500,0.296546,0.204055,0.243316,0.256083,4.137902,1.000000,0.114096,0.156857,0.063453,0.225704
242,default,1.367388,500,0.336997,0.243433,0.194722,0.224847,7.737523,1.000000,0.144570,0.140121,0.089178,0.202782
243,default,1.237356,500,0.292575,0.224445,0.232708,0.250273,3.901070,1.000000,0.100738,0.222049,0.108303,0.242913
244,default,1.460526,500,0.281705,0.200408,0.226853,0.291034,3.145506,1.000000,0.076618,0.100814,0.239519,0.289511
245,default,1.072134,500,0.290149,0.183102,0.273893,0.252856,2.595818,1.000000,0.100510,0.052817,0.148945,0.277468
246,default,3.742289,500,0.332652,0.237723,0.202690,0.226935,4.017992,1.000000,0.051138,0.112867,0.056315,0.479648
247,default,2.931847,500,0.289570,0.192624,0.256057,0.261750,7.400601,1.000000,0.084151,0.120788,0.089242,0.360296
248,default,0.281829,500,0.243523,0.201253,0.286850,0.268374,3.091318,1.000000,0.087611,0.091370,0.232441,0.229555
249,default,0.385321,500,0.362875,0.192293,0.227586,0.217247,3.191545,1.000000,0.067683,0.142130,0.159719,0.230363
250,default,0.745611,500,0.336470,0.225697,0.241131,0.196702,5.954415,1.000000,0.081539,0.144048,0.144988,0.439696
251,default,0.174960,500,0.240314,0.203183,0.251509,0.304994,10.931365,1.000000,0.028798,0.081858,0.121688,0.302249
252,default,0.469478,500,0.320284,0.232454,0.198746,0.248516,1.025679,1.000000,0.154508,0.083027,0.102533,0.275749
253,default,0.468525,500,0.284821,0.217507,0.254044,0.243628,5.116520,1.000000,0.057385,0.073376,0.155668,0.352670
254,default,3.339847,500,0.286395,0.240394,0.161017,0.312195,7.384255,1.000000,0.120470,0.083442,0.151775,0.355061
255,default,0.099681,500,0.377934,0.187842,0.185181,0.249042,12.068254,1.000000,0.066215,0.076671,0.132356,0.287892
256,default,1.426634,500,0.265290,0.187954,0.197901,0.348855,5.565202,1.000000,0.090452,0.086910,0.121072,0.248455
257,default,0.087142,500,0.358985,0.295506,0.173646,0.171863,4.591085,1.000000,0.063044,0.089957,0.164587,0.297900
258,default,0.146191,500,0.236865,0.246526,0.173507,0.343102,2.563660,1.000000,0.161422,0.103988,0.212553,0.197574
259,default,0.320403,500,0.285923,0.221011,0.250967,0.242099,5.788984,1.000000,0.038598,0.174691,0.187392,0.233250
260,default,0.381671,500,0.232390,0.230366,0.279198,0.258047,1.619831,1.000000,0.076619,0.078734,0.119317,0.326276
261,default,0.112161,500,0.301003,0.179371,0.280095,0.239531,12.067137,1.000000,0.087327,0.192969,0.174481,0.303434
262,default,0.531810,500,0.211739,0.283947,0.187310,0.317004,6.763866,1.000000,0.032780,0.063180,0.096928,0.403929
263,default,0.431413,500,0.308216,0.182935,0.193187,0.315662,6.212176,1.000000,0.139746,0.025087,0.063705,0.369472
264,default,1.411754,500,0.372526,0.161399,0.197084,0.268991,28.666717,1.000000,0.083326,0.058408,0.077328,0.429748
265,default,0.024579,500,0.294745,0.127087,0.228307,0.349861,4.498291,1.000000,0.059548,0.151230,0.079398,0.232379
266,default,0.188955,500,0.243036,0.219626,0.224236,0.313103,12.221597,1.000000,0.079487,0.094866,0.108083,0.349174
267,default,0.525327,500,0.242837,0.197268,0.172548,0.387346,2.910812,1.000000,0.149136,0.089297,0.163209,0.253839
268,default,1.315002,500,0.318071,0.164644,0.289641,0.227644,8.788273,1.000000,0.128524,0.060369,0.126398,0.354531
269,default,0.648666,500,0.298914,0.123827,0.297580,0.279679,2.310348,1.000000,0.095346,0.113286,0.110659,0.334568
270,default,1.079251,500,0.345691,0.189648,0.206243,0.258418,3.831403,1.000000,0.096768,0.130794,0.113568,0.265380
271,default,0.375088,500,0.207042,0.258631,0.285256,0.249070,18.805071,1.000000,0.121164,0.028497,0.107321,0.373278
272,default,1.689948,500,0.262470,0.197326,0.208441,0.331762,5.022628,1.000000,0.120904,0.078887,0.145246,0.215399
273,default,0.134085,500,0.304594,0.226665,0.226247,0.242494,5.403005,1.000000,0.076531,0.141373,0.158894,0.344609
274,default,0.257825,500,0.326938,0.206774,0.216917,0.249372,8.606840,1.000000,0.054791,0.061873,0.093793,0.297539
275,default,1.555828,500,0.371176,0.221282,0.213240,0.194302,4.577425,1.000000,0.066253,0.112735,0.061635,0.294878
276,default,0.472481,500,0.277022,0.230768,0.287563,0.204647,9.717568,1.000000,0.092616,0.121026,0.067635,0.327302
277,default,2.304089,500,0.251171,0.191159,0.267820,0.289851,25.918168,1.000000,0.120271,0.082366,0.147403,0.368871
278,default,1.164432,500,0.348937,0.128439,0.238537,0.284086,10.085269,1.000000,0.049257,0.071996,0.098760,0.299093
279,default,5.358259,500,0.330999,0.150549,0.286690,0.231762,4.894343,1.000000,0.087256,0.054147,0.201730,0.391584
280,default,1.294282,500,0.286079,0.220195,0.229654,0.264072,7.073313,1.000000,0.053847,0.133184,0.085285,0.394072
281,default,1.951080,500,0.251948,0.272738,0.250146,0.225167,5.868897,1.000000,0.101012,0.114511,0.094129,0.203283
282,default,1.010461,500,0.330377,0.121531,0.271206,0.276886,2.140691,1.000000,0.069075,0.057452,0.185328,0.311272
283,default,3.071910,500,0.318709,0.212936,0.172030,0.296324,7.867893,1.000000,0.136191,0.098352,0.136434,0.246370
284,default,1.522286,500,0.327065,0.247305,0.152072,0.273558,6.185774,1.000000,0.093178,0.108598,0.060629,0.456159
285,default,2.306135,500,0.246919,0.245416,0.228811,0.278855,5.371869,1.000000,0.080440,0.195150,0.118076,0.236299
286,default,1.283483,500,0.326286,0.212780,0.146924,0.314009,24.806276,1.000000,0.107786,0.107544,0.128316,0.297421
287,default,0.212214,500,0.215288,0.212524,0.299119,0.273068,11.583591,1.000000,0.146957,0.098881,0.127566,0.182174
288,default,0.950612,500,0.270531,0.226904,0.216181,0.286385,9.531704,1.000000,0.071304,0.071204,0.077247,0.474933
289,default,1.076080,500,0.277963,0.234579,0.193696,0.293762,4.383411,1.000000,0.097875,0.148792,0.096777,0.327263
290,default,1.406341,500,0.301549,0.209901,0.259644,0.228906,11.345193,1.000000,0.112377,0.134860,0.138111,0.315068
291,default,0.036287,500,0.305988,0.253956,0.213039,0.227017,11.460926,1.000000,0.145714,0.131400,0.087179,0.307180
292,default,0.131573,500,0.339114,0.198093,0.179764,0.283028,4.640123,1.000000,0.109551,0.062904,0.083073,0.349856
293,default,0.560660,500,0.303300,0.304930,0.170009,0.221762,11.897658,1.000000,0.036203,0.081219,0.106137,0.368990
294,default,2.344775,500,0.322460,0.174108,0.238817,0.264615,8.674381,1.000000,0.131164,0.129190,0.116261,0.283343
295,default,0.350152,500,0.230430,0.323136,0.214727,0.231707,5.069256,1.000000,0.109027,0.036235,0.133126,0.248789
296,default,1.264932,500,0.286973,0.165836,0.263301,0.283889,4.179694,1.000000,0.104417,0.076991,0.072223,0.412513
297,default,0.359621,500,0.298466,0.187667,0.233757,0.280109,2.844543,1.000000,0.082696,0.059360,0.148677,0.329982
298,default,0.056924,500,0.259347,0.212426,0.205258,0.322969,5.236803,1.000000,0.066888,0.054813,0.138634,0.341344
299,default,0.847605,500,0.242421,0.222448,0.281547,0.253585,3.698887,1.000000,0.064728,0.105532,0.160532,0.383717
300,default,0.068624,500,0.263001,0.257006,0.190858,0.289134,7.548623,1.000000,0.223656,0.074367,0.129695,0.176202
301,default,0.586866,500,0.295485,0.232226,0.238011,0.234277,5.702132,1.000000,0.071918,0.089845,0.139239,0.347824
302,default,0.420444,500,0.305220,0.154349,0.259968,0.280464,11.745599,1.000000,0.074224,0.149710,0.130122,0.345518
303,default,0.202157,500,0.282689,0.139489,0.245858,0.331964,8.419425,1.000000,0.058066,0.104794,0.076131,0.341946
304,default,0.455722,500,0.333379,0.228379,0.156170,0.282072,9.665843,1.000000,0.017730,0.167587,0.121104,0.268712
305,default,0.018137,500,0.238601,0.244635,0.251966,0.264797,2.652290,1.000000,0.096978,0.115942,0.157049,0.304158
306,default,2.159371,500,0.272851,0.146355,0.289449,0.291345,20.917376,1.000000,0.152242,0.154813,0.081969,0.248537
307,default,0.962504,500,0.313554,0.248578,0.204063,0.233805,7.236777,1.000000,0.062973,0.062937,0.183473,0.330567
308,default,0.889218,500,0.250353,0.254286,0.295181,0.200179,2.504757,1.000000,0.142309,0.188745,0.150224,0.202601
309,default,0.282762,500,0.313927,0.210202,0.221238,0.254632,3.414087,1.000000,0.132515,0.074373,0.064815,0.263786
310,default,0.512919,500,0.266352,0.265565,0.190258,0.277825,4.210930,1.000000,0.164747,0.115801,0.092194,0.335114
311,default,0.072986,500,0.328691,0.191788,0.231666,0.247855,6.335525,1.000000,0.094543,0.203229,0.097123,0.271407
312,default,1.194464,500,0.303816,0.209956,0.314622,0.171605,4.900928,1.000000,0.115182,0.071841,0.068363,0.296054
313,default,0.563193,500,0.239868,0.255664,0.218403,0.286065,3.411020,1.000000,0.060293,0.056902,0.099059,0.355575
314,default,0.731875,500,0.327787,0.238364,0.167624,0.266225,14.539826,1.000000,0.110741,0.076372,0.111293,0.316272
315,default,1.747843,500,0.321423,0.210106,0.174980,0.293491,6.977518,1.000000,0.093116,0.125743,0.107337,0.265397
316,default,0.228269,500,0.335637,0.228440,0.223276,0.212648,4.435996,1.000000,0.093889,0.079605,0.058586,0.274478
317,default,1.081926,500,0.290530,0.178704,0.201629,0.329138,2.787013,1.000000,0.081504,0.101442,0.132132,0.335819
318,default,1.794888,500,0.272033,0.222732,0.261803,0.243432,5.163751,1.000000,0.044664,0.082107,0.157734,0.287071
319,default,0.003181,500,0.330364,0.255514,0.152762,0.261360,23.383865,1.000000,0.076537,0.134197,0.099930,0.275609
320,default,0.126237,500,0.286766,0.301686,0.214022,0.197525,6.120817,1.000000,0.077452,0.057772,0.140605,0.255103
321,default,1.332705,500,0.342375,0.201382,0.244548,0.211694,2.861563,1.000000,0.115252,0.075658,0.211235,0.286869
322,default,0.119069,500,0.238035,0.266716,0.245416,0.249832,1.820281,1.000000,0.083253,0.091815,0.111024,0.266710
323,default,0.735844,500,0.326437,0.234475,0.188375,0.250713,4.625940,1.000000,0.063091,0.074358,0.083035,0.354579
324,default,0.458975,500,0.385743,0.152010,0.245567,0.216679,8.080820,1.000000,0.115813,0.091923,0.076363,0.368226
325,default,0.862765,500,0.357780,0.149479,0.257790,0.234950,2.406701,1.000000,0.151756,0.196467,0.101803,0.340536
326,default,1.100641,500,0.265535,0.299307,0.205432,0.229726,2.179822,1.000000,0.144263,0.022502,0.081812,0.368776
327,default,0.499266,500,0.323957,0.224324,0.218068,0.233651,3.114138,1.000000,0.058817,0.101467,0.123149,0.360011
328,default,0.350797,500,0.330410,0.256783,0.183552,0.229255,6.416112,1.000000,0.070034,0.099877,0.116773,0.310353
329,default,0.779389,500,0.247389,0.230634,0.228377,0.293600,4.522243,1.000000,0.103225,0.124067,0.067357,0.229529
330,default,0.836953,500,0.313360,0.222528,0.168968,0.295144,2.671064,1.000000,0.097694,0.070701,0.075340,0.339951
331,default,0.967541,500,0.308802,0.185558,0.291341,0.214299,3.229915,1.000000,0.034800,0.126101,0.111785,0.278214
332,default,0.099656,500,0.220537,0.221238,0.348720,0.209505,4.147393,1.000000,0.091612,0.103969,0.093986,0.247380
333,default,1.047900,500,0.320389,0.219740,0.246367,0.213504,6.041613,1.000000,0.060208,0.112977,0.095138,0.336759
334,default,1.705216,500,0.277721,0.205519,0.195766,0.320993,4.274099,1.000000,0.037505,0.085689,0.075994,0.357846
335,default,2.163672,500,0.280830,0.245998,0.213629,0.259543,5.181344,1.000000,0.145565,0.146166,0.158774,0.299612
336,default,1.322841,500,0.241345,0.217177,0.221620,0.319858,7.322180,1.000000,0.136505,0.075739,0.126369,0.279246
337,default,0.493763,500,0.284687,0.210104,0.270054,0.235156,3.184588,1.000000,0.057716,0.038429,0.209823,0.292312
338,default,4.316918,500,0.275342,0.223448,0.175678,0.325532,7.297050,1.000000,0.120176,0.081015,0.151431,0.269160
339,default,0.641376,500,0.335501,0.195002,0.220538,0.248959,13.354242,1.000000,0.051859,0.115416,0.100959,0.275685
340,default,2.894602,500,0.352169,0.257102,0.179708,0.211021,4.756127,1.000000,0.136774,0.165715,0.133400,0.303509
341,default,0.076373,500,0.313412,0.199478,0.187412,0.299698,13.588696,1.000000,0.080598,0.135361,0.142035,0.190330
342,default,0.273288,500,0.310976,0.244108,0.156621,0.288296,3.576054,1.000000,0.114972,0.076310,0.095912,0.332324
343,default,0.232229,500,0.301903,0.207159,0.282798,0.208140,2.974441,1.000000,0.130091,0.159146,0.185913,0.239833
344,default,1.073957,500,0.311183,0.237897,0.165251,0.285670,14.555327,1.000000,0.104801,0.114917,0.151669,0.323298
345,default,1.010752,500,0.254956,0.192917,0.221548,0.330579,10.939619,1.000000,0.094944,0.074599,0.095137,0.344012
346,default,0.183614,500,0.323800,0.199682,0.247710,0.228808,5.501860,1.000000,0.104782,0.030606,0.088906,0.375578
347,default,0.348174,500,0.229916,0.197221,0.252260,0.320603,4.982484,1.000000,0.167055,0.070212,0.119559,0.251492
348,default,0.643597,500,0.384180,0.174973,0.204157,0.236690,7.830119,1.000000,0.050496,0.134504,0.131349,0.344624
349,default,0.170530,500,0.328777,0.221246,0.258081,0.191897,2.050644,1.000000,0.120475,0.059080,0.118944,0.313775
350,default,1.209246,500,0.327389,0.168930,0.200504,0.303176,5.583295,1.000000,0.069097,0.087494,0.204857,0.223074
351,default,0.426388,500,0.248235,0.278075,0.195570,0.278120,8.710358,1.000000,0.073594,0.131751,0.164941,0.217350
352,default,0.450709,500,0.308771,0.233186,0.262129,0.195913,4.481725,1.000000,0.079746,0.172398,0.103433,0.183912
353,default,1.860128,500,0.350755,0.240912,0.165091,0.243242,6.384450,1.000000,0.148691,0.139318,0.160854,0.255715
354,default,2.777364,500,0.313512,0.153708,0.262528,0.270252,6.648938,1.000000,0.184529,0.137063,0.060485,0.314811
355,default,1.525953,500,0.393855,0.128666,0.186367,0.291112,17.219337,1.000000,0.071570,0.042586,0.128047,0.245942
356,default,0.729789,500,0.248515,0.216962,0.262756,0.271768,5.225317,1.000000,0.109538,0.085608,0.135617,0.247554
357,default,0.356017,500,0.233592,0.266494,0.184263,0.315651,3.992511,1.000000,0.051662,0.135486,0.273567,0.163850
358,default,0.337483,500,0.301979,0.254921,0.201467,0.241633,6.956303,1.000000,0.084256,0.194696,0.123248,0.245235
359,default,0.245680,500,0.262561,0.234383,0.234669,0.268387,3.982604,1.000000,0.130731,0.052142,0.118128,0.293325
360,default,0.590415,500,0.341533,0.172059,0.229967,0.256441,3.869402,1.000000,0.108280,0.112622,0.112434,0.293602
361,default,0.090620,500,0.255341,0.182744,0.286992,0.274923,2.485824,1.000000,0.117428,0.077361,0.109617,0.312966
362,default,1.489762,500,0.294753,0.293217,0.182899,0.229131,8.895448,1.000000,0.076355,0.123830,0.063096,0.267606
363,default,1.814435,500,0.251758,0.261195,0.207058,0.279989,1.559268,1.000000,0.165068,0.034165,0.163396,0.268732
364,default,0.175600,500,0.364125,0.147104,0.256575,0.232196,5.297447,1.000000,0.047494,0.097396,0.116267,0.411063
365,default,0.200085,500,0.271421,0.254647,0.210002,0.263931,11.902119,1.000000,0.145195,0.081148,0.060904,0.387134
366,default,0.726847,500,0.340518,0.257792,0.161022,0.240668,6.484421,1.000000,0.060778,0.102749,0.112921,0.312614
367,default,0.651098,500,0.280723,0.197044,0.265289,0.256944,3.711347,1.000000,0.069326,0.096463,0.108974,0.399151
368,default,1.352204,500,0.287139,0.235817,0.214392,0.262653,17.682465,1.000000,0.231079,0.068886,0.097358,0.246358
369,default,0.613594,500,0.260154,0.259569,0.228359,0.251918,2.859576,1.000000,0.103962,0.063285,0.164845,0.246789
370,default,1.328022,500,0.277088,0.238827,0.267148,0.216937,14.007077,1.000000,0.056113,0.073039,0.134924,0.336845
371,default,0.170636,500,0.301214,0.260823,0.164396,0.273567,7.526982,1.000000,0.110997,0.135935,0.131886,0.282359
372,default,1.961172,500,0.317769,0.208446,0.221963,0.251822,2.047139,1.000000,0.101084,0.064676,0.239027,0.230015
373,default,1.003151,500,0.279688,0.219670,0.203548,0.297093,28.510067,1.000000,0.138277,0.037703,0.207638,0.286839
374,default,3.578135,500,0.315273,0.192094,0.270635,0.221998,12.796935,1.000000,0.140193,0.053785,0.229813,0.261786
375,default,0.665790,500,0.372345,0.164762,0.218411,0.244482,3.874843,1.000000,0.055766,0.069738,0.156338,0.286482
376,default,4.602730,500,0.291664,0.241640,0.231702,0.234994,10.408637,1.000000,0.140633,0.098494,0.094741,0.291613
377,default,0.743494,500,0.283731,0.232812,0.140014,0.343443,7.345529,1.000000,0.030737,0.151637,0.135144,0.374052
378,default,2.169451,500,0.309902,0.245568,0.166856,0.277675,9.055414,1.000000,0.087384,0.069118,0.088608,0.339783
379,default,2.810453,500,0.334307,0.182712,0.249013,0.233969,12.287959,1.000000,0.187460,0.051045,0.073854,0.309937
380,default,1.232371,500,0.332513,0.199369,0.200505,0.267613,4.151780,1.000000,0.127571,0.121751,0.084694,0.315715
381,default,0.054347,500,0.245311,0.227017,0.211769,0.315903,8.133078,1.000000,0.097207,0.070899,0.174660,0.267573
382,default,0.605739,500,0.258467,0.228709,0.297013,0.215811,5.174338,1.000000,0.117991,0.136022,0.160675,0.185811
383,default,0.636335,500,0.308563,0.202285,0.215341,0.273810,13.580807,1.000000,0.066228,0.129739,0.095296,0.345830
384,default,0.424667,500,0.364950,0.224276,0.187443,0.223331,2.977752,1.000000,0.055866,0.095064,0.104821,0.410274
385,default,0.430313,500,0.312314,0.216412,0.264653,0.206621,11.581477,1.000000,0.154718,0.047595,0.130907,0.282062
386,default,0.359722,500,0.260968,0.278116,0.193123,0.267793,4.444067,1.000000,0.045676,0.104884,0.190959,0.335537
387,default,1.693957,500,0.275546,0.228956,0.242800,0.252698,14.579049,1.000000,0.069852,0.182183,0.073671,0.231173
388,default,1.156872,500,0.284322,0.270321,0.223421,0.221936,8.305256,1.000000,0.097079,0.107602,0.191020,0.200295
389,default,0.553195,500,0.305939,0.181887,0.235152,0.277022,6.974052,1.000000,0.112873,0.162499,0.053000,0.323502
390,default,0.093284,500,0.343913,0.207242,0.178829,0.270016,1.591157,1.000000,0.065781,0.049656,0.154272,0.291253
391,default,0.505582,500,0.259114,0.278046,0.166809,0.296030,9.720371,1.000000,0.060505,0.058133,0.141219,0.317133
392,default,0.739220,500,0.392434,0.174817,0.199910,0.232839,9.390634,1.000000,0.098281,0.149318,0.108597,0.346545
393,default,0.095607,500,0.250677,0.191400,0.270003,0.287920,8.208231,1.000000,0.118691,0.082767,0.165490,0.217769
394,default,1.063731,500,0.312339,0.285720,0.232069,0.169872,9.043199,1.000000,0.227242,0.097069,0.119289,0.142192
395,default,0.756484,500,0.310876,0.267845,0.231414,0.189865,2.417676,1.000000,0.097527,0.142137,0.100697,0.251031
396,default,2.442724,500,0.371374,0.197269,0.199174,0.232183,4.270876,1.000000,0.111432,0.102861,0.237739,0.231645
397,default,0.095155,500,0.331695,0.153086,0.258006,0.257213,7.716148,1.000000,0.063780,0.104987,0.050766,0.287611
398,default,0.063224,500,0.208452,0.204365,0.251945,0.335238,2.389714,1.000000,0.108995,0.105360,0.072985,0.348916
399,default,0.290823,500,0.271064,0.162407,0.271202,0.295327,4.113311,1.000000,0.082773,0.105770,0.109939,0.289652
400,default,0.229685,500,0.345982,0.171112,0.207686,0.275220,18.208050,1.000000,0.127572,0.113079,0.106910,0.299070
401,default,1.893413,500,0.231826,0.215746,0.262535,0.289893,2.112842,1.000000,0.092619,0.202452,0.096548,0.230517
402,default,1.193969,500,0.264203,0.217153,0.246852,0.271792,11.389598,1.000000,0.117617,0.106138,0.127373,0.287070
403,default,0.231488,500,0.328020,0.185150,0.238422,0.248407,42.626432,1.000000,0.092460,0.146088,0.167023,0.308044
404,default,1.913837,500,0.329296,0.219449,0.241497,0.209758,5.502035,1.000000,0.146289,0.124969,0.079086,0.245802
405,default,0.451607,500,0.296801,0.150942,0.211576,0.340682,2.185047,1.000000,0.051207,0.032527,0.150645,0.513001
406,default,0.821302,500,0.263154,0.186737,0.282057,0.268052,3.258463,1.000000,0.129538,0.070347,0.162754,0.323199
407,default,2.462741,500,0.278874,0.226205,0.240295,0.254626,9.356791,1.000000,0.189701,0.038838,0.086422,0.333835
408,default,1.163987,500,0.195157,0.272966,0.204162,0.327715,8.239077,1.000000,0.057724,0.118203,0.060727,0.409635
409,default,0.247236,500,0.277395,0.173861,0.281256,0.267488,2.241596,1.000000,0.051500,0.061307,0.152121,0.395600
410,default,1.427391,500,0.330538,0.196462,0.218293,0.254707,5.018097,1.000000,0.062819,0.184927,0.086240,0.330214
411,default,1.631410,500,0.366399,0.252990,0.190246,0.190366,5.827008,1.000000,0.121473,0.153712,0.063974,0.243996
412,default,0.263336,500,0.285533,0.230530,0.211161,0.272776,5.372431,1.000000,0.094253,0.171191,0.065679,0.241902
413,default,0.164442,500,0.291163,0.208311,0.183246,0.317280,11.204068,1.000000,0.027382,0.083160,0.058578,0.430857
414,default,1.356561,500,0.344364,0.220120,0.195326,0.240191,2.566274,1.000000,0.114802,0.102133,0.094062,0.334031
415,default,0.563390,500,0.359682,0.186002,0.226656,0.227660,27.408714,1.000000,0.040554,0.110095,0.096052,0.347050
416,default,0.442778,500,0.374356,0.128700,0.269057,0.227886,3.695145,1.000000,0.158183,0.047390,0.113508,0.301097
417,default,0.365805,500,0.283749,0.214707,0.208143,0.293401,15.138863,1.000000,0.121118,0.074122,0.120920,0.378798
418,default,0.062689,500,0.279803,0.226589,0.255538,0.238071,4.916569,1.000000,0.053124,0.103020,0.187626,0.223192
419,default,0.099000,500,0.355891,0.179379,0.262480,0.202249,4.041228,1.000000,0.133247,0.176728,0.087617,0.267823
420,default,2.858695,500,0.292731,0.204507,0.209205,0.293557,3.992257,1.000000,0.091836,0.072587,0.139253,0.248211
421,default,0.106931,500,0.319653,0.234765,0.166678,0.278905,13.043719,1.000000,0.053196,0.088424,0.143480,0.244928
422,default,0.079188,500,0.202379,0.239769,0.280228,0.277624,8.090425,1.000000,0.047462,0.074250,0.059896,0.275574
423,default,0.871754,500,0.280913,0.203550,0.286610,0.228927,22.458584,1.000000,0.148389,0.065210,0.139697,0.259226
424,default,4.144023,500,0.269046,0.241281,0.223255,0.266419,9.276082,1.000000,0.066262,0.066122,0.080653,0.349952
425,default,0.055611,500,0.286290,0.202556,0.210199,0.300956,4.196570,1.000000,0.085561,0.043366,0.165908,0.193192
426,default,0.280952,500,0.276976,0.212370,0.260619,0.250035,3.397051,1.000000,0.101727,0.059779,0.192353,0.266320
427,default,1.275954,500,0.357286,0.231891,0.206808,0.204015,6.984027,1.000000,0.087265,0.084695,0.101546,0.353475
428,default,0.438975,500,0.302146,0.239895,0.224684,0.233275,3.384303,1.000000,0.096091,0.103352,0.217118,0.277593
429,default,2.510508,500,0.306393,0.183371,0.187293,0.322943,2.857019,1.000000,0.042452,0.112285,0.126622,0.220689
430,default,0.008534,500,0.281814,0.170782,0.289908,0.257496,4.623282,1.000000,0.068658,0.215623,0.116328,0.277069
431,default,4.683594,500,0.222403,0.226316,0.315943,0.235338,2.269843,1.000000,0.063371,0.071775,0.197208,0.338659
432,default,0.557966,500,0.265228,0.168037,0.199741,0.366994,2.976760,1.000000,0.095414,0.066193,0.102153,0.182606
433,default,2.499991,500,0.280143,0.236620,0.235315,0.247922,6.894088,1.000000,0.046991,0.070899,0.283161,0.252844
434,default,1.287912,500,0.238073,0.222431,0.273005,0.266491,14.877319,1.000000,0.119174,0.112050,0.055676,0.378161
435,default,0.230556,500,0.336538,0.240919,0.198435,0.224109,5.594382,1.000000,0.091437,0.126823,0.093754,0.253979
436,default,1.860526,500,0.311230,0.211488,0.187851,0.289432,13.492952,1.000000,0.183785,0.108085,0.104503,0.287490
437,default,0.557050,500,0.247015,0.220085,0.251550,0.281349,9.045444,1.000000,0.143598,0.059283,0.110542,0.251297
438,default,0.039351,500,0.294301,0.215362,0.224339,0.265999,6.589465,1.000000,0.223185,0.034484,0.066700,0.108639
439,default,0.690569,500,0.294248,0.147756,0.239203,0.318793,5.554288,1.000000,0.103026,0.160596,0.143043,0.305673
440,default,1.128899,500,0.347358,0.232329,0.216581,0.203732,3.770454,1.000000,0.048442,0.129056,0.108288,0.362968
441,default,0.289159,500,0.231849,0.243014,0.235333,0.289804,5.021123,1.000000,0.073692,0.131596,0.169063,0.259446
442,default,0.133156,500,0.334769,0.212375,0.166451,0.286404,12.651960,1.000000,0.121099,0.096103,0.077598,0.420083
443,default,0.797082,500,0.273361,0.182015,0.330362,0.214263,22.724675,1.000000,0.126844,0.090393,0.126271,0.274437
444,default,0.686441,500,0.288065,0.251528,0.202689,0.257718,3.956826,1.000000,0.181386,0.093123,0.067303,0.357015
445,default,0.183223,500,0.261459,0.279190,0.184437,0.274914,7.572948,1.000000,0.083523,0.104215,0.156303,0.233170
446,default,1.150085,500,0.309519,0.202579,0.207272,0.280631,7.065632,1.000000,0.084828,0.053131,0.169942,0.237850
447,default,1.081989,500,0.359664,0.237524,0.228334,0.174478,6.098966,1.000000,0.147637,0.100338,0.058619,0.272281
448,default,3.237394,500,0.262633,0.272082,0.243852,0.221433,5.764613,1.000000,0.120559,0.060187,0.177765,0.310856
449,default,1.009120,500,0.286422,0.228811,0.289877,0.194890,5.027869,1.000000,0.048210,0.072295,0.180182,0.340408
450,default,0.703532,500,0.261297,0.255629,0.215354,0.267721,9.098028,1.000000,0.057859,0.084435,0.158470,0.296158
451,default,2.027073,500,0.215713,0.248113,0.170405,0.365769,2.384666,1.000000,0.110029,0.150261,0.120057,0.286023
452,default,0.551479,500,0.286130,0.244086,0.168073,0.301711,5.766341,1.000000,0.056820,0.136118,0.147425,0.288444
453,default,0.843706,500,0.316731,0.272076,0.180071,0.231122,6.209010,1.000000,0.099221,0.049165,0.124357,0.323791
454,default,0.936695,500,0.372738,0.167631,0.206960,0.252671,2.586637,1.000000,0.110921,0.163036,0.139898,0.212045
455,default,0.214857,500,0.326398,0.232584,0.266611,0.174408,22.110842,1.000000,0.066128,0.137897,0.113900,0.260877
